HF,UHF,CASSCF,VB,cov,ion,CF,BOVB,MP2,UMP2,MP3,UMP3,MP4,UMP4,OMP2,UOMP2,CID,UCID,CISD,UCISD,QCISD,UQCISD,QCISD(T),UQCISD(T),CC2,UCC2,CC3,UCC3,BCCD,UBCCD,BCCD(T),UBCCD(T),CCD,UCCD,CCSD,UCCSD,CCSD(T),UCCSD(T),CCSDT_ORCA,CCSDT,CCSDT(Q),CCSDT[Q],CCSDTQ,CCSDT_nofc,CCSDT(Q)_nofc,CCSDT[Q]_nofc,FIC-CASPT2,FIC-CASPT2-K,SC-NEVPT2,FIC-NEVPT2,FIC-MRCISD,FIC-MRCISD+Q,BW-s2,UBW-s2,BW2,UBW2,xBW2,UxBW2,dRPA,UdRPA,BGE2,IEPA,CASSCF_molpro,(ic-)MR-CISD,MR-CISD+Q Davidson,MR-CISD+Q Davidson relaxed,MR-CISD+Q Pople,MR-CISD+Q Pople relaxed,MR-ACPF,MR-AQCC,MR-CEPA(0),CEPA/0,UCEPA/0,CEPA/1,UCEPA/1,CEPA/2,UCEPA/2,CEPA/3,UCEPA/3,NCEPA/1,UNCEPA/1,NCEPA/2,UNCEPA/2,NCEPA/3,UNCEPA/3,NCPF/1,UNCPF/1,ENCPF/2,UNCPF/2,ACPF,UACPF,NACPF,UNACPF,AQCC,UAQCC,HF_psi4,UHF_psi4,LCCD,ULCCD,OLCCD,UOLCCD,UODC-13,UODC-13(λ3),UODC-12,UODC-12(λ3),UDC-12
-198.12676927294248,-198.81104967449264,-198.8018704276137,-198.801693671795,-198.801693681385,-198.127304066439,-198.801693597204,-198.801693522167,-198.5622812759404,-199.21072084974705,-198.57891021041888,-199.23140690185457,-198.5946453951598,-199.2399748637948,,-199.21241239782765,-198.5585521380672,-199.2108181446132,-198.55972051571297,-199.211967082236,-198.60313776,-199.233858847,-198.619945545724,-199.24087148832987,-201.7820241152455,-199.212312504482,-199.2453953583583,-199.24091614107297,-199.16992906233767,-199.2332724513996,-199.2878738964272,-199.2407268684399,-198.6014455480637,-199.23218092820755,-198.602783092,-199.233541352,-198.6197491487638,-199.24072147062563,,,,,,,,,-199.22191350253,-199.216941050546,-199.17142635991,-199.172202810764,-199.21053772,-199.23505539,,-199.2070949697,,-199.1889219684,,-199.2072352496,,-199.3219751568,,,-198.800812268318,-199.210429289896,-199.23662547,-199.23662547,-199.23394504,-199.23394504,-199.234484706624,-199.23033650803,,-198.6727120934348,-199.23938113252436,-198.6246993160993,-199.23475123064995,-198.6563898108299,-199.23835202152023,-198.60754396476148,-199.2312956294854,-198.62466725195227,-199.23471392942304,-198.656371072783,-199.23835202152023,-198.60749925240708,-199.23123094714973,-198.62382280447665,-199.2347143288439,-198.60263369773577,-199.2309574352736,-198.64144713330705,-199.2348993687272,-198.64141063072736,-199.23486234305423,-198.60263369773577,-199.2309574352736,-198.36898221838527,-198.81104974686417,-198.050433193944,-199.23759270452757,,-199.23900306294163,,,,,
-198.1266610561775,-198.81104967520085,-198.80187042945929,-198.801693536658,-198.801693684775,-198.127195369314,-198.801693599174,-198.801693526255,-198.56217305661016,-199.21072085078305,-198.57880198905195,-199.23140690269497,-198.5945371721833,-199.23997486463549,,-199.2124122961532,-198.55844391380907,-199.21081814541577,-198.55961229145004,-199.21196708286604,-198.603029471,-199.233858847,-198.6198372044238,-199.2408714888398,-201.78434392725785,-199.2123125185379,-199.2453962589392,-199.24091615522636,-199.16992873135305,-199.23327246393225,-199.2878780873851,-199.2407268810846,-198.60133726490608,-199.2321809290716,-198.602674824,-199.233541352,-198.6196408425562,-199.24072147122016,,,,,,,,,-199.221913504295,-199.216939220088,-199.171424293448,-199.172202812511,-199.21053772,-199.23505539,,-199.2070949442,,-199.188921962,,-199.2072351965,,-199.3219752088,,,-198.80085280184,-199.210469217314,-199.23666534,-199.23666534,-199.23398491,-199.23398491,-199.234524582072,-199.230376393059,,-198.67342361074327,-199.23938113289665,-198.6245909652374,-199.2347512310791,-198.65628134512855,-199.23835202201343,-198.60743567400917,-199.23129562985127,-198.62455890111792,-199.23471392988503,-198.6562626072389,-199.23835202201343,-198.6073909616597,-199.23123094757057,-198.6237144598868,-199.23471432930543,-198.60252541209815,-199.23095743574777,-198.64133860213497,-199.2348993691568,-198.64130210341463,-199.2348623435201,-198.60252541209815,-199.23095743574777,-198.36897045506888,-198.81104975876025,-198.050127657514,-199.237592718683,,-199.23900291718783,,,,,
-198.12655352776653,-198.8110496758956,-198.8018704312704,-198.801693580243,-198.8016936938,-198.127087266098,-198.801693601018,-198.801693533611,-198.56206552566647,-199.2107208513721,-198.5786944560976,-199.23140690328023,-198.59442963764008,-199.23997486521893,,,-198.5583363780001,-199.21081814601257,-198.55950475563645,-199.21196708346216,-198.602921933,-199.233858848,-198.61972965805444,-199.24087148942388,-201.79433475658567,,-199.24539929171996,,-199.16992777922573,,-199.28788739791847,,-198.60122971960607,-199.23218092966232,-198.602567264,-199.233541353,-198.61953325974488,-199.24072147180448,,,,,,,,,-199.221913506027,-199.216939421104,-199.171424372681,-199.172202814218,-199.21053773,-199.2350554,,-199.2070949856,,-199.1889219468,,-199.2072352037,,-199.3219751717,,,-198.800812269984,-199.210429291427,-199.23662547,-199.23662547,-199.23394504,-199.23394504,-199.234484708094,-199.230336509499,,-198.6731274396357,-199.23938113348217,-198.624483304434,-199.2347512316664,-198.65617357120644,-199.23835202263743,-198.6073280725529,-199.23129563040467,-198.6244512403428,-199.2347139304725,-198.65615483335293,-199.23835202263743,-198.6072833602074,-199.23123094812425,-198.62360680527755,-199.23471432989288,-198.60241781569127,-199.23095743633675,-198.64123076439796,-199.2348993697441,-198.64119427017707,-199.2348623441076,-198.60241781569127,-199.23095743633675,-198.36891634020463,-198.81104970837052,-198.049756623865,,,,,,,,
-198.12644668116133,-198.8110496765768,-198.80187043304687,-198.801693594253,-198.801693694591,-198.126979918547,-198.801693602971,-198.801693532223,-198.56195867656348,-199.21072085195053,-198.57858760500991,-199.2314069038549,-198.5943227849837,-199.2399748657919,,-199.2124120611644,-198.558229524094,-199.21081814659857,-198.55939790172565,-199.21196708404747,-198.60281506,-199.233858849,-198.61962276475072,-199.2408714899974,-201.80432625221468,-199.2123125262982,-199.2454022683032,-199.24091616292503,-199.16992683332808,-199.23327247156936,-199.28789664861048,-199.24072688878044,-198.60112283941177,-199.2321809302424,-198.602460386,-199.233541353,-198.619426359209,-199.2407214723783,,,,,,,,,-199.221913507726,-199.216941013617,-199.171425117997,-199.172202815894,-199.21053773,-199.2350554,,-199.2070949873,,-199.1889220769,,-199.2072351895,,-199.3219753047,,,-198.800812270886,-199.210429291986,-199.23662547,-199.23662547,-199.23394504,-199.23394504,-199.234484708833,-199.230336510259,,-198.6725180761503,-199.23938113405688,-198.62437632711715,-199.23475123224287,-198.6560664823401,-199.23835202317187,-198.6072211538313,-199.23129563102003,-198.62434426305333,-199.23471393104913,-198.656047744576,-199.23835202317187,-198.60717644149017,-199.23123094873975,-198.623499834078,-199.23471433046947,-198.60231090195603,-199.2309574369148,-198.64112360733128,-199.2348993703206,-198.64108711268312,-199.23486234468416,-198.60231090195603,-199.2309574369148,-198.368862570664,-198.81104976673728,-198.049387888048,-199.23759272637568,,-199.23900277065303,,,,,
-198.1263405099048,-198.8110496772444,-198.80187043479,-198.801693603774,-198.801693467427,-198.126873083382,-198.801693604414,-198.801693549053,-198.5618525028378,-199.2107208520776,-198.57848142932448,-199.2314069041638,-198.59421660774944,-199.23997486609616,,-199.21241214775995,-198.5581233456256,-199.2108181469676,-198.55929172325264,-199.2119670845948,-198.602708842,-199.233858849,-198.6195165124384,-199.2408714906425,-201.8218944972008,-199.21231253401265,-199.2454073696616,-199.2409161709718,-199.16992528834965,-199.23327248036048,-199.28791082336832,-199.24072689749732,-198.60101662404097,-199.2321809305373,-198.60235417,-199.233541354,-198.61932010937912,-199.2407214729417,,,,,,,,,-199.221913509394,-199.216941107876,-199.17142465905,-199.17220281754,-199.21053773,-199.2350554,,-199.2070948864,,-199.1889219599,,-199.2072352515,,-199.3219752018,,,-198.800812271305,-199.210429292354,-199.23662547,-199.23662547,-199.23394504,-199.23394504,-199.23448470917,-199.230336510596,,-198.67224878431207,-199.23938113484144,-198.62427002679837,-199.234751232974,-198.65596007164373,-199.23835202383577,-198.60711491136811,-199.23129563181743,-198.62423796276155,-199.23471393174736,-198.65594133397687,-199.23835202383572,-198.60707019903137,-199.23123094948227,-198.62339353980087,-199.23471433116825,-198.60220466441697,-199.2309574376037,-198.64101714286028,-199.23489937105123,-198.64098064180976,-199.23486234537847,-198.60220466441697,-199.2309574376037,-198.368768049276,-198.81104977497895,-198.048956179639,-199.23759273442067,,-199.23900274716073,,,,,
-198.12623500761003,-198.81104967790023,-198.8018704365004,-198.801693468307,-198.801693469362,-198.126766987021,-198.801693606312,-198.801693536084,-198.56174699810973,-199.21072085263387,-198.5783759226624,-199.23140690471507,-198.59411109955803,-199.2399748666456,,,-198.55801783621533,-199.21081814752952,-198.559186213838,-199.21196708515785,-198.602603322,-199.23385885,-198.6194109744837,-199.24087149119464,-201.82431122407252,,-199.245408270652,,-199.16992495998187,,-199.28791497276873,,-198.6009110733725,-199.23218093109347,-198.602248635,-199.233541355,-198.6192145487888,-199.24072147349463,,,,,,,,,-199.221913511031,-199.216941042196,-199.1714262826,-199.172202819156,-199.21053773,-199.2350554,,-199.2070949362,,-199.1889219368,,-199.207235178,,-199.3219751499,,,-198.800852804611,-199.210469219843,-199.23666534,-199.23666534,-199.23398491,-199.23398491,-199.234524584492,-199.230376395478,,-198.6720388098832,-199.23938113539444,-198.62416439707133,-199.2347512335286,-198.65585433290667,-199.23835202440665,-198.607009338769,-199.23129563235705,-198.62413233306137,-199.23471393230207,-198.65583559531825,-199.23835202440665,-198.60696462643648,-199.231230950022,-198.6232879160412,-199.23471433172287,-198.60209909668032,-199.2309574381598,-198.64091134699453,-199.23489937160588,-198.6408748443696,-199.23486234593315,-198.60209909668032,-199.2309574381598,-198.36875605439465,,-198.048657225029,,,,,,,,
-198.1261301679816,-198.81104967854424,-198.80187043817872,-198.801693691209,-198.801693688051,-198.126661762262,-198.801693607912,-198.801693544812,-198.56164215607728,-199.21072085318016,-198.57827107872032,-199.23140690525625,-198.5940062541059,-199.23997486718497,,,-198.55791298955947,-199.2108181480812,-198.55908136717767,-199.2119670857104,-198.602498434,-199.23385885,-198.61930605446244,-199.2408714917366,-201.84183451493607,,-199.24541331675937,,-199.1699234378715,,-199.28792893609688,,-198.6008062111169,-199.2321809316394,-198.602143757,-199.233541355,-198.61910964570583,-199.2407214740374,,,,,,,,,-199.221913512637,-199.216941142735,-199.171424747887,-199.17220282074,-199.21053773,-199.2350554,,-199.207094967,,-199.1889220079,,-199.207235243,,-199.3219750739,,,-198.800852804665,-199.210469219544,-199.23666534,-199.23666534,-199.23398492,-199.23398492,-199.23452458437,-199.230376395377,,-198.67218591902008,-199.2393811359376,-198.62405943160985,-199.23475123407331,-198.6557492597208,-199.23835202493137,-198.60690442971864,-199.23129563292028,-198.62402736762607,-199.2347139328469,-198.6557305222345,-199.23835202493137,-198.60685971739045,-199.23123095058537,-198.62318295647367,-199.23471433226769,-198.60199419243213,-199.23095743870593,-198.64080618431367,-199.2348993721506,-198.64076968403393,-199.2348623464779,-198.60199419243213,-199.23095743870593,-198.36866298033624,-198.8110497232164,-198.048231242152,,,,,,,,
-198.12602598479623,-198.8110496791756,-198.80187043982568,-198.801693476027,-198.801693599283,-198.12655702805,-198.801693609678,-198.801693541824,-198.5615379705176,-199.2107208537164,-198.5781668912753,-199.2314069057876,-198.59390206516977,-199.2399748677146,,,-198.55780879943453,-199.21081814862265,-198.5589771770485,-199.21196708625297,-198.60239416,-199.233858851,-198.6192017165127,-199.24087149226875,-201.844298806704,,-199.24541417378643,,-199.16992311083433,,-199.28793306438376,,-198.6007019494197,-199.23218093217545,-198.602039511,-199.233541356,-198.61900535005887,-199.2407214745704,,,,,,,,,-199.221913514214,-199.216940985474,-199.171424455727,-199.172202822299,-199.21053773,-199.2350554,,-199.207095019,,-199.1889219863,,-199.207235222,,-199.3219750994,,,-198.80081227309,-199.210429294228,-199.23662546,-199.23662546,-199.23394503,-199.23394503,-199.234484710752,-199.230336512158,,-198.67285082164847,-199.23938113647037,-198.62395512416657,-199.23475123460767,-198.65564484566312,-199.23835202546312,-198.60680017798083,-199.23129563345705,-198.6239230602084,-199.23471393338127,-198.65562610832177,-199.2383520254631,-198.60675546565724,-199.23123095112223,-198.62307865485215,-199.23471433280207,-198.60188994543736,-199.23095743924165,-198.64070171201408,-199.2348993726849,-198.6406652118564,-199.23486234701227,-198.60188994543736,-199.23095743924165,-198.36865088035572,,-198.047935501299,,,,,,,,
-198.1259224519104,-198.81104967979536,-198.80187044144208,-198.801693682862,-198.801693488666,-198.126452968355,-198.80169361152,-198.801693546151,-198.56143443528703,-199.21072085424305,-198.57806335418329,-199.2314069063092,-198.59379852660527,-199.23997486823447,,-199.21241200383807,-198.55770525969595,-199.21081814915425,-198.55887363730568,-199.2119670867856,-198.602290597,-199.233858852,-198.61909813049976,-199.2408714927912,-201.85429356598013,-199.21231252194104,-199.24541707522647,-199.24091615858492,-199.16992219518943,-199.23327246874663,-199.28794202436808,-199.240726886024,-198.6005983747073,-199.23218093270165,-198.60193594,-199.233541356,-198.61890175146,-199.24072147509352,,,,,,,,,-199.221913515762,-199.216940955463,-199.171424359118,-199.172202823826,-199.21053774,-199.2350554,,-199.2070949979,,-199.1889219484,,-199.2072352485,,-199.3219753027,,,-198.800852806214,-199.210469220979,-199.23666534,-199.23666534,-199.23398492,-199.23398492,-199.234524585753,-199.23037639676,,-198.6734919281581,-199.2393811369938,-198.62385146857295,-199.23475123513268,-198.6555410850821,-199.23835202599017,-198.60669657739908,-199.23129563398012,-198.62381940464067,-199.23471393390636,-198.65552234780844,-199.23835202599017,-198.6066518650794,-199.23123095164547,-198.62297500500927,-199.2347143333272,-198.60178634953928,-199.230957439768,-198.64059789362727,-199.23489937320997,-198.64056139359008,-199.23486234753733,-198.60178634953928,-199.230957439768,-198.3685987887563,-198.81104976285613,-198.047577940545,-199.2375927220513,,-199.23900267405077,,,,,
-198.125819563254,-198.81104968040344,-198.8018704430281,-198.801693467741,-198.801693514361,-198.126349443996,-198.801693612785,-198.801693546284,-198.5613315443166,-199.21072085520413,-198.5779604613748,-199.23140690708763,-198.5936956323428,-199.23997486901527,,,-198.5576023642737,-199.2108181498945,-198.55877074187924,-199.21196708734,-198.602187654,-199.233858852,-198.6189951475937,-199.2408714932248,-201.86428896474897,,-199.2454199850942,,-199.16992128542128,,-199.28795092786075,,-198.6004954499273,-199.23218093350528,-198.601833009,-199.233541357,-198.61879879041825,-199.24072147560688,,,,,,,,,-199.221913517281,-199.216941202356,-199.171425210042,-199.172202825324,-199.21053774,-199.23505541,,-199.2070949843,,-199.1889219521,,-199.2072351687,,-199.3219752026,,,-198.800812275162,-199.21042929593,-199.23662547,-199.23662547,-199.23394504,-199.23394504,-199.23448471261,-199.230336514035,,-198.67223131448344,-199.23938113729187,-198.62374845873748,-199.23475123548727,-198.65543797111405,-199.23835202633165,-198.60659362189125,-199.23129563434296,-198.62371639483007,-199.23471393429415,-198.6554192339742,-199.23835202633168,-198.606548909576,-199.23123095206367,-198.6228720008544,-199.23471433371452,-198.601683398658,-199.23095744016777,-198.6404947230293,-199.23489937356524,-198.6404582231112,-199.23486234792935,-198.601683398658,-199.23095744016777,-198.36854702329452,-198.8110497059602,-198.047222553766,,,,,,,,
-198.1257173128364,-198.8110496810012,-198.80187044458484,-198.801693594479,-198.801693693102,-198.126246651898,-198.801693614446,-198.801693541904,-198.56122929161447,-199.21072085526785,-198.5778582068577,-199.23140690732467,-198.5935933763897,-199.2399748692468,,,-198.5575001071751,-199.21081815018897,-198.5586684847765,-199.21196708782216,-198.602085382,-199.233858853,-198.61889285855244,-199.24087149380816,-201.8817239727825,,-199.2454248984968,,-199.16991980762296,,-199.2879644820056,,-198.60039315886243,-199.232180933726,-198.601730724,-199.233541357,-198.6186964791428,-199.240721476112,,,,,,,,,-199.221913518772,-199.216940969799,-199.171424525532,-199.172202826797,-199.21053774,-199.23505541,,-199.20709497,,-199.1889219495,,-199.207235238,,-199.3219751518,,,-198.800852806882,-199.210469221503,-199.23666534,-199.23666534,-199.23398492,-199.23398492,-199.234524586224,-199.230376397231,,-198.67321208675685,-199.2393811380126,-198.62364608864385,-199.2347512361544,-198.65533549875687,-199.23835202701267,-198.60649130545312,-199.23129563500123,-198.623614024762,-199.2347139349282,-198.655316761658,-199.23835202701267,-198.6064465931416,-199.2312309526668,-198.62276963637245,-199.23471433434904,-198.60158108678877,-199.23095744079237,-198.64039219417265,-199.23489937423167,-198.64035569437203,-199.2348623485592,-198.60158108678877,-199.23095744079237,-198.36845674888573,,-198.046807685848,,,,,,,,
-198.12561569473849,-198.8110496815869,-198.80187044611355,-198.801693604389,-198.801693708626,-198.126144740669,-198.801693615917,-198.801693550334,-198.5611276712605,-199.2107208562122,-198.5777565847117,-199.23140690808947,-198.5934917528255,-199.2399748700144,,,-198.55739848247936,-199.2108181509156,-198.5585668600769,-199.21196708836007,-198.601983787,-199.233858853,-198.6187912783936,-199.2408714942252,-201.89169826753016,,-199.24542775151687,,-199.16991891446463,,-199.28797322999975,,-198.60029153440584,-199.23218093451635,-198.601629105,-199.233541358,-198.6185948608036,-199.2407214766077,,,,,,,,,-199.221913520237,-199.216941135671,-199.171424575723,-199.172202828243,-199.21053774,-199.23505541,,-199.2070949708,,-199.1889219634,,-199.2072352065,,-199.3219750721,,,-198.800852807537,-199.210469222151,-199.23666534,-199.23666534,-199.23398491,-199.23398491,-199.234524586855,-199.230376397861,,-198.6723912167541,-199.23938113829453,-198.62354435235008,-199.2347512364928,-198.65523366123628,-199.23835202730456,-198.60638962215216,-199.23129563537873,-198.62351228849323,-199.23471393529988,-198.65521492418796,-199.2383520273046,-198.60634490984432,-199.23123095309967,-198.6226679056224,-199.23471433472025,-198.6014794080008,-199.2309574411759,-198.6402903010841,-199.2348993745708,-198.64025380139947,-199.2348623489351,-198.6014794080008,-199.2309574411759,-198.36840598727971,,-198.046457164117,,,,,,,,
-198.125514703114,-198.81104968216152,-198.80187044761385,-198.801693694412,-198.801693633991,-198.126043080656,-198.801693617508,-198.801693539925,-198.5610266774092,-199.210720856256,-198.57765558909065,-199.2314069083037,-198.5933907558037,-199.23997487022265,,,-198.55729748433987,-199.21081815118643,-198.55846586193343,-199.21196708882144,-198.601882753,-199.233858854,-198.61869021260844,-199.24087149478868,-201.89427895520697,,-199.24542860013025,,-199.16991859081347,,-199.28797730468872,,-198.6001905290162,-199.2321809347136,-198.601528073,-199.233541358,-198.6184937979548,-199.240721477094,,,,,,,,,-199.221913521675,-199.216940943586,-199.17142436738,-199.172202829665,-199.21053774,-199.23505541,,-199.2070950042,,-199.1889219708,,-199.207235161,,-199.3219751224,,,-198.800852808502,-199.210469223068,-199.23666534,-199.23666534,-199.23398491,-199.23398491,-199.23452458775,-199.230376398755,,-198.67233589321768,-199.23938113899504,-198.6234432439872,-199.23475123713968,-198.65513245274784,-199.23835202798827,-198.60628856612936,-199.23129563599548,-198.62341118015473,-199.2347139359136,-198.6551137157868,-199.23835202798827,-198.60624385382548,-199.23123095366125,-198.62256680273623,-199.23471433533444,-198.60137835643613,-199.23095744178008,-198.64018903786408,-199.23489937521697,-198.64015253829416,-199.23486234954447,-198.60137835643613,-199.23095744178008,-198.36839365334265,,-198.046169240756,,,,,,,,
-198.1254143321928,-198.81104968272635,-198.80187044908624,-198.801693535897,-198.801693711451,-198.125942378856,-198.801693618947,-198.801693555492,-198.56092630428665,-199.2107208571836,-198.57755521422047,-199.2314069090548,-198.59329037955013,-199.23997487097697,,,-198.55719710698213,-199.21081815189936,-198.55836548457185,-199.211967089343,-198.601782276,-199.233858854,-198.6185896608484,-199.24087149518928,-201.9116491350624,,-199.2454333854085,,-199.16991714505085,,-199.28799056341225,,-198.6000900689912,-199.23218093549048,-198.601427629,-199.233541359,-198.61839330005063,-199.24072147757207,,,,,,,,,-199.221913523086,-199.216940981785,-199.171426197443,-199.172202831056,-199.21053774,-199.23505541,,-199.2070949902,,-199.1889219688,,-199.2072352078,,-199.3219751929,,,-198.800852808909,-199.210469223425,-199.23666534,-199.23666534,-199.23398491,-199.23398491,-199.234524588086,-199.230376399091,,-198.67279763030027,-199.23938113926087,-198.6233427577606,-199.23475123746184,-198.65503186727133,-199.23835202829807,-198.6061881316,-199.2312956363252,-198.62331069395168,-199.2347139362691,-198.65501313046065,-199.23835202829807,-198.60614341930048,-199.23123095404645,-198.62246632192048,-199.23471433568943,-198.60127792631127,-199.23095744214737,-198.64008839868845,-199.23489937553992,-198.64005189923176,-199.23486234990435,-198.60127792631127,-199.23095744214737,-198.36830539905927,-198.81104970826271,-198.045762426356,,,,,,,,
-198.125314576267,-198.81104976683875,-198.80187045053177,-198.801693681451,-198.801693559113,-198.125842003871,-198.80169362048,-198.801693551655,-198.5608265461894,-199.21072094049816,-198.5774554543974,-199.2314069917552,-198.59319061836064,-199.23997495382824,,-199.21241193102296,-198.55709734470184,-199.2108182344841,-198.55826572228767,-199.2119671721862,-198.601682491,-199.233858937,-198.6184898527877,-199.2408715784378,-201.91427540196293,-199.21231251106673,-199.24543425430767,-199.24091614774824,-199.16991682277649,-199.23327245663603,-199.2879946163876,-199.2407268737055,-198.59999027643843,-199.2321810183321,-198.601327838,-199.233541442,-198.61829348319893,-199.24072156079737,,,,,,,,,-199.221913524472,-199.216939284805,-199.171424232714,-199.172202832422,-199.21053774,-199.23505541,,-199.207094972,,-199.1889219715,,-199.2072352278,,-199.3219750986,,,-198.800852809071,-199.210469223514,-199.23666534,-199.23666534,-199.23398491,-199.23398491,-199.23452458815,-199.230376399156,,-198.6731184450911,-199.2393811397313,-198.6232428879448,-199.2347512379336,-198.65493189986464,-199.2383520287598,-198.60608831284952,-199.2312956368062,-198.62321082415983,-199.2347139367409,-198.65491316311747,-199.23835202875983,-198.60604360055368,-199.2312309545276,-198.62236645745057,-199.2347143361613,-198.60117811191097,-199.2309574426203,-198.63998837780207,-199.23489937601167,-198.63995187845728,-199.23486235037615,-198.60117811191097,-199.2309574426203,-198.3682929823352,-198.81104975244455,-198.045477545793,-199.23759271123672,,-199.2390026046134,,,,,
-198.12521542970865,-198.81104968382505,-198.8018704519514,-198.801693599805,-198.80169349126,-198.125742403445,-198.801693622011,-198.801693555717,-198.56072739748365,-199.21072085767364,-198.5773563039872,-199.2314069097084,-198.59309146660064,-199.23997487162288,,,-198.55699819186424,-199.21081815261724,-198.5581665694464,-199.2119670902548,-198.601583368,-199.233858855,-198.6183907439689,-199.24087149619544,-201.93160300436708,,-199.24543896401505,,-199.16991539782225,,-199.28800768339457,,-198.5998911468522,-199.23218093613028,-198.601228684,-199.23354136,-198.61819432424724,-199.2407214785028,,,,,,,,,-199.221913525834,-199.21694094516,-199.171424651602,-199.172202833767,-199.21053775,-199.23505541,,-199.2070949853,,-199.188921952,,-199.2072352454,,-199.3219751411,,,-198.800852809544,-199.210469224209,-199.23666533,-199.23666533,-199.23398491,-199.23398491,-199.234524588627,-199.230376399614,,-198.67171346510167,-199.239381140404,-198.62314362888472,-199.23475123855263,-198.65483254439607,-199.23835202941476,-198.60598910423215,-199.231295637396,-198.6231115651237,-199.23471393732677,-198.65481380768207,-199.23835202941476,-198.60594439193977,-199.23123095506207,-198.62226720367244,-199.2347143367476,-198.60107890759093,-199.23095744319656,-198.6398889695213,-199.23489937662995,-198.6398524702869,-199.2348623509576,-198.60107890759093,-199.23095744319656,-198.368206038489,-198.8110496813422,-198.045075970969,,,,,,,,
-198.1251168869484,-198.81104968435903,-198.8018704533449,-198.801693703664,-198.801693650968,-198.125643514382,-198.801693623388,-198.801693555544,-198.56062885260408,-199.2107208585772,-198.5772577574241,-199.2314069104398,-198.59299291870448,-199.2399748723582,,,-198.55689964290343,-199.2108181533106,-198.55806802048187,-199.2119670907532,-198.601484768,-199.233858855,-198.61829210327963,-199.24087149657285,-201.94158105154153,,-199.24544174754584,,-199.16991453239729,,-199.2880161645776,,-198.59979255017493,-199.232180936888,-198.601130092,-199.23354136,-198.61809569679025,-199.240721478956,,,,,,,,,-199.22191352717,-199.21694099951,-199.171426508178,-199.172202835087,-199.21053775,-199.23505542,,-199.2070949877,,-199.1889219724,,-199.2072351991,,-199.321975081,,,-198.800852810727,-199.210469225098,-199.23666534,-199.23666534,-199.23398491,-199.23398491,-199.234524589699,-199.230376400703,,-198.67239688999936,-199.23938114064785,-198.62304497499483,-199.23475123885257,-198.65473379509447,-199.2383520296668,-198.60589050017103,-199.23129563773637,-198.62301291125704,-199.23471393766,-198.65471505847012,-199.23835202966683,-198.60584578788243,-199.23123095545796,-198.62216855500145,-199.2347143370804,-198.60098030777567,-199.2309574435416,-198.63979016823237,-199.23489937693077,-198.63975366910705,-199.23486235129536,-198.60098030777567,-199.2309574435416,-198.3681568115764,,-198.044735803042,,,,,,,,
-198.12501894249047,-198.81104968488376,-198.80187045471297,-198.801693720895,-198.801693562812,-198.125545132743,-198.801693624888,-198.801693555888,-198.56053090605351,-199.21072085857725,-198.57715980921057,-199.23140691060377,-198.59289496917384,-199.2399748725155,,-199.2124121383876,-198.55680169232093,-199.21081815352912,-198.5579700698958,-199.2119670911684,-198.601386798,-199.233858856,-198.6181941098405,-199.2408714970921,-201.9442746697125,-199.21231251459147,-199.24544262490383,-199.24091615128287,-199.1699142122067,-199.23327246117867,-199.28802018474187,-199.24072687835283,-198.5996945827169,-199.2321809370333,-198.601032111,-199.233541361,-198.61799768593647,-199.2407214794008,,,,,,,,,-199.221913528483,-199.216940943869,-199.171425741188,-199.172202836382,-199.21053775,-199.23505542,,-199.2070950307,,-199.1889219724,,-199.2072352458,,-199.3219752215,,,-198.800852810527,-199.210469225099,-199.23666533,-199.23666533,-199.23398491,-199.23398491,-199.234524589481,-199.230376400467,,-198.67146440593467,-199.2393811413024,-198.62294692075625,-199.23475123945352,-198.65463564658353,-199.23835203029307,-198.6057924951572,-199.23129563831785,-198.62291485704145,-199.23471393822777,-198.65461691003043,-199.23835203029307,-198.60574778287224,-199.23123095598407,-198.6220705059196,-199.23471433764857,-198.6008823069565,-199.2309574440997,-198.63969196838835,-199.2348993775309,-198.63965546937084,-199.23486235185865,-198.6008823069565,-199.2309574440997,-198.36814428143427,-198.8110497562902,-198.044455399406,-199.23759271478616,,-199.23900282831423,,,,,
