HF,UHF,MP2,UMP2,MP3,UMP3,MP4,UMP4,CISD,UCISD,CCD,UCCD,CCSD,UCCSD,CCSD(T),UCCSD(T),QCISD,UQCISD,QCISD(T),UQCISD(T),CASSCF,CASPT2,SC-NEVPT2,FIC-NEVPT2,MRCI
-399.22641819956175,-399.22641819952247,-399.31178654498257,-399.3117865449973,-399.3239357621638,-399.32393576214326,-399.3303764390817,-399.3303764390671,-399.32409903482267,-399.3240987644935,-399.3301912845637,-399.3301916812801,-399.331504564,-399.331504739,-399.33353700344225,-399.3335371242392,-399.331615621,-399.33161579,-399.33359372328925,-399.33359383277946,-399.28932060394266,-399.329582149069,-399.329342777765,-399.329356152566,-399.331758331596
-399.22644287511696,-399.22644287508285,-399.31174419425594,-399.3117441942281,-399.32388806555815,-399.32388806545697,-399.3303286078839,-399.33032860778064,-399.32407082257066,-399.3240705668453,-399.33016509891434,-399.3301654867152,-399.331480565,-399.331480734,-399.33349771124784,-399.33349783026154,-399.331591535,-399.3315917,-399.33355445648846,-399.3335545651404,-399.2893423933352,-399.329554739162,-399.32931344527,-399.329325757825,-399.331764165946
-399.22646545627936,-399.22646545625054,-399.3117038974642,-399.3117038974098,-399.3238427056588,-399.32384270550807,-399.3302832486641,-399.33028324850966,-399.3240439588329,-399.32404432569695,-399.33014010076096,-399.3301404810996,-399.331457679,-399.331457843,-399.3334604597756,-399.33346057694297,-399.331568584,-399.331568744,-399.3335172371309,-399.33351734473183,-399.2893566206524,-399.329521142252,-399.329286644617,-399.329299406543,-399.331711515276
-399.2264861163864,-399.2264861163678,-399.3116655501548,-399.3116655500637,-399.3237995608283,-399.3237995606207,-399.33024022082526,-399.3302402206145,-399.3240183660409,-399.324018671115,-399.33011621738336,-399.3301165915213,-399.331435833,-399.331435992,-399.33342512614735,-399.33342524130774,-399.331546692,-399.331546847,-399.3334819415812,-399.3334820478565,-399.2893744513989,-399.329502879105,-399.329266187981,-399.329278074207,-399.331697614116
-399.2265050142072,-399.2265050141924,-399.31162903887,-399.31162903874383,-399.32375850110105,-399.3237585008209,-399.33019937657474,-399.3301993762853,-399.32399395840673,-399.32399427543726,-399.3300933676387,-399.3300937366757,-399.331414946,-399.331415101,-399.3333915803959,-399.33339169335216,-399.331525775,-399.331525927,-399.3334484391198,-399.33344854375616,-399.2893863099984,-399.329478974862,-399.329242038858,-399.329253830976,-399.331608998574
-399.2265222952008,-399.22652229518906,-399.3115942437928,-399.31159424361454,-399.32371939121975,-399.32371939085937,-399.33016056398617,-399.3301605636125,-399.3239706445684,-399.32397101257914,-399.33007146463376,-399.33007182957857,-399.331394932,-399.33139393,-399.33335968823275,-399.33335881689504,-399.331505746,-399.331505893,-399.3334165947817,-399.3334166975338,-399.28939659113047,-399.329445054896,-399.329219525652,-399.329230649033,-399.331637665657
-399.2265380926893,-399.2265380926838,-399.31156104214045,-399.3115610419248,-399.32368209358566,-399.32368209316377,-399.3301236299949,-399.3301236295582,-399.3239483306029,-399.32395089019343,-399.33005041882103,-399.33005078056493,-399.3313757,-399.331374719,-399.3333293144103,-399.33332845529486,-399.331486514,-399.331486655,-399.33338627260207,-399.3333863732307,-399.28941090426855,-399.32942844053,-399.329199882669,-399.329211737291,-399.331589749831
-399.2265525289387,-399.22655252893645,-399.31152931058097,-399.311529310324,-399.3236464708672,-399.32364647037735,-399.33008842308567,-399.33008842257755,-399.3239269219829,-399.32392956757747,-399.33003014004146,-399.3300304993372,-399.331357161,-399.331356201,-399.3333003248025,-399.33329947773433,-399.331467985,-399.331466927,-399.3333573378392,-399.33335640271014,-399.2894191532405,-399.329401775732,-399.329174416129,-399.329186289249,-399.331604183467
-399.22656571610634,-399.22656571610565,-399.3114989278536,-399.31149892760095,-399.3236123885324,-399.3236123880185,-399.33005479584017,-399.3300547953071,-399.3239063260359,-399.32390893244326,-399.33001054000766,-399.33001089754407,-399.331339228,-399.331338288,-399.3332725891197,-399.3332717539122,-399.331450073,-399.331449034,-399.333329659578,-399.333328736298,-399.28942721756886,-399.329383701101,-399.329161985076,-399.329173112903,-399.331533074458
-399.22657775715,-399.2265777571496,-399.3114697775093,-399.31146977722864,-399.3235797176171,-399.32357971704766,-399.3300226077562,-399.33002260716256,-399.3238864547189,-399.3239249482584,-399.32999153530955,-399.32999019704,-399.331321817,-399.331320896,-399.3332459839141,-399.3332451603495,-399.331432691,-399.331431672,-399.33330311381536,-399.33330220225577,-399.289429581386,-399.329358385368,-399.329142537668,-399.329153118381,-399.331509199112
-399.2265887466124,-399.2265887466119,-399.31144174869,-399.31144174837647,-399.3235483357906,-399.3235483351683,-399.3299917262957,-399.32999172564746,-399.32386722468885,-399.323905548145,-399.3299730472745,-399.32997171232125,-399.33130546,-399.331303948,-399.33322121052186,-399.33321958053665,-399.331415761,-399.331414761,-399.33327758350794,-399.33327668353127,-399.28943726234223,-399.329338481926,-399.329122186415,-399.329132792049,-399.331557280385
-399.22659877135806,-399.22659877135806,-399.31141473896224,-399.31141473862664,-399.3235181294461,-399.32351812879057,-399.32996202895526,-399.3299620282768,-399.32384856020406,-399.323886704429,-399.32995500510407,-399.329953673127,-399.331288888,-399.331287376,-399.3331965332448,-399.3331949079828,-399.331399213,-399.331398232,-399.33325296169215,-399.3332520731688,-399.2894446487784,-399.329321921234,-399.329104439992,-399.329114620217,-399.331477162996
-399.22660791124906,-399.2266079112513,-399.3113886542932,-399.3113886539416,-399.32348899465114,-399.3234889939592,-399.3299334042038,-399.329933403486,-399.323830392782,-399.32386852354927,-399.32993734546807,-399.3299360161378,-399.331272629,-399.331271116,-399.3331726664707,-399.3331710457842,-399.331382984,-399.33138202,-399.3332291511152,-399.33322827385376,-399.2894470624541,-399.329300689205,-399.329087331764,-399.329096970102,-399.331492988926
-399.2266162397339,-399.2266162397362,-399.31136341058937,-399.31136341021727,-399.32346083747,-399.323460836734,-399.329905751726,-399.32990575095937,-399.3238126629445,-399.3238506120036,-399.32991847824894,-399.3299186873962,-399.331256631,-399.331255117,-399.33314952491247,-399.33314790866217,-399.33136702,-399.331366073,-399.3332060661145,-399.3332051999,-399.2894521060293,-399.329282734452,-399.329067651603,-399.329076581744,-399.331450526005
-399.22662382438733,-399.22662382439086,-399.3113389334599,-399.31133893305656,-399.3234335751729,-399.32343357438737,-399.32987898356293,-399.32987898274246,-399.32379531971566,-399.3238331845792,-399.3299014327524,-399.32990164159014,-399.33124085,-399.331239336,-399.3331270341385,-399.33312542218664,-399.331351277,-399.331350347,-399.33318363192126,-399.3331827765453,-399.28945495153266,-399.32926556719,-399.329051912553,-399.329060269689,-399.331439820529
-399.22663072740136,-399.22663072739664,-399.3113151584225,-399.3113151580096,-399.3234071351703,-399.32340713436207,-399.3298530229629,-399.32985302211966,-399.32377832093846,-399.32381602402126,-399.3298846339496,-399.3298848425264,-399.331225252,-399.331223738,-399.3331051309131,-399.33310352317767,-399.331336451,-399.331334806,-399.3331627166693,-399.333160940329,-399.28945704758536,-399.329247446962,-399.329031597791,-399.329043499377,-399.331446847423
-399.22663700602254,-399.2266370060168,-399.31129203026774,-399.3112920298228,-399.3233814553246,-399.32338145446334,-399.3298278045875,-399.32982780368445,-399.323761632307,-399.32380011929354,-399.3298680535683,-399.3298682618511,-399.331209812,-399.331208297,-399.3330837620196,-399.3330821583208,-399.331321069,-399.331319425,-399.3331414094311,-399.33313963770144,-399.2894586423796,-399.329230514203,-399.329016865081,-399.329028090448,-399.331365018665
-399.22664271296213,-399.2266427129576,-399.3112695034548,-399.31126950299966,-399.3233564831688,-399.3233564822895,-399.32980327362975,-399.3298032727071,-399.3237452279864,-399.3237834565092,-399.3298516720146,-399.32985188005046,-399.331194511,-399.331192997,-399.33306288488313,-399.33306128512726,-399.331305829,-399.331304184,-399.3331205931792,-399.33311882596576,-399.2894596275133,-399.329214348592,-399.329003711809,-399.329014377762,-399.331377198056
-399.22664789676907,-399.2266478967564,-399.3112475402871,-399.3112475398363,-399.3233321752173,-399.3233321743473,-399.32977938499744,-399.3297793840911,-399.32372908878114,-399.3237668607511,-399.32983547633125,-399.3298356841572,-399.331179341,-399.331177827,-399.333042465433,-399.3330408695295,-399.331290719,-399.331289074,-399.33310023363714,-399.3330984708514,-399.2894605888796,-399.329196913192,-399.328985213304,-399.328995222513,-399.331340357465
-399.2266526021153,-399.2266526021024,-399.3112261102822,-399.3112261098312,-399.3233084954035,-399.3233084945256,-399.3297561016736,-399.32975610075806,-399.3237132014351,-399.32375082267333,-399.3298194595621,-399.3298196671346,-399.331164296,-399.331162782,-399.33302247726584,-399.33302088506366,-399.331275734,-399.33127409,-399.3330803042948,-399.33307854577464,-399.2894607770015,-399.329180459489,-399.328973180572,-399.328982778321,-399.331386498531
-399.2266568701534,-399.22665687014046,-399.31120519011733,-399.31120518965326,-399.3232854154347,-399.3232854145341,-399.3297333949269,-399.3297333939857,-399.3236975586401,-399.32373548344486,-399.3298036205672,-399.32980382786,-399.331149378,-399.331147864,-399.3330029014832,-399.3330013128341,-399.331260876,-399.331259232,-399.33306078611616,-399.3330590316989,-399.2894612264531,-399.329163865213,-399.32895609269,-399.328965095833,-399.331297218055
-399.2266607387433,-399.2266607387298,-399.31118476082565,-399.31118476034567,-399.3232629119148,-399.3232629109922,-399.329711241363,-399.3297112403976,-399.3236821564,-399.3237200277485,-399.3297879614625,-399.32978816847066,-399.331134591,-399.331133078,-399.33298372382814,-399.33298213860513,-399.331246149,-399.331244505,-399.33304166475295,-399.33303991431177,-399.28946100310384,-399.329147424234,-399.328939096726,-399.328948135652,-399.331338890189
-399.2266642427279,-399.22666424271273,-399.3111648090247,-399.3111648085306,-399.32324096738415,-399.3232409664448,-399.32968962386184,-399.32968962287896,-399.3236669954397,-399.3237044057008,-399.3297724889096,-399.3297726956264,-399.331119945,-399.331118432,-399.33296493597015,-399.33296335406754,-399.331231561,-399.331229918,-399.3330229318124,-399.333021185227,-399.2894607783356,-399.3291320621,-399.328926318902,-399.328935582844,-399.331301610908
-399.226667414144,-399.22666741412854,-399.3111453233712,-399.3111453228698,-399.3232195667808,-399.3232195658256,-399.3296685279696,-399.3296685269669,-399.32365207758687,-399.32369047378967,-399.3297572104578,-399.32975741686306,-399.33110545,-399.331103937,-399.33294653173,-399.3329449530029,-399.331217123,-399.331215481,-399.33300458104696,-399.33300283816607,-399.2894602566853,-399.329115239657,-399.328910764494,-399.328919580895,-399.331273402778
-399.2266702824465,-399.2266702824292,-399.3111262964864,-399.31112629597754,-399.32319869932894,-399.32319869836687,-399.3296479436842,-399.32964794267514,-399.32363740757006,-399.3236713904759,-399.329742136282,-399.32974234238327,-399.331091117,-399.331089605,-399.33292850859266,-399.33292693292105,-399.331202847,-399.331201205,-399.3329866099008,-399.3329848706016,-399.2894595265309,-399.329100372089,-399.328894835799,-399.328903216062,-399.331258479181
-399.2266728746909,-399.22667287467215,-399.31110772218,-399.3111077216824,-399.3231783553669,-399.32317835442177,-399.32962786226534,-399.3296278612773,-399.3236229904289,-399.3236566164432,-399.32972727661854,-399.3297274824335,-399.331076961,-399.331075448,-399.3329108651171,-399.3329092924334,-399.331188746,-399.331187104,-399.3329690169137,-399.33296728109934,-399.28945882104574,-399.329084432642,-399.328880650675,-399.328888612328,-399.331263696216
-399.22667521571645,-399.22667521569304,-399.3110895955722,-399.3110895950664,-399.32315852719387,-399.32315852624794,-399.32960827699895,-399.3296082760112,-399.3236088319686,-399.3236409721284,-399.32971264215183,-399.3297128476514,-399.331062992,-399.33106148,-399.33289360120017,-399.3328920313571,-399.331174831,-399.331173189,-399.33295180195586,-399.3329500694813,-399.2894579349384,-399.329068977726,-399.328864732702,-399.328873936447,-399.331240657636
-399.2266773283161,-399.22667732828137,-399.31107191252835,-399.3110719120221,-399.3231392077532,-399.3231392068093,-399.3295891818376,-399.3295891808533,-399.32359493798566,-399.3236069883407,-399.3296982431818,-399.3296984483587,-399.331049225,-399.331047713,-399.33287671720063,-399.3328751500831,-399.331161115,-399.331159474,-399.3329349653852,-399.33293323611167,-399.28945689576494,-399.329055388715,-399.328848212266,-399.328860867165,-399.331200682497
-399.2266792333596,-399.22667923331886,-399.311054668406,-399.31105466789654,-399.3231203900184,-399.32312038907133,-399.32957057078056,-399.3295705697914,-399.323581313289,-399.3235898147744,-399.3296840887169,-399.3296842935538,-399.331035669,-399.331034158,-399.3328602129022,-399.33285864836785,-399.33114761,-399.331145969,-399.33291850697697,-399.33291678076387,-399.28945576568515,-399.329040675527,-399.328835063028,-399.328847747592,-399.331174868367
-399.2266809499857,-399.2266809499372,-399.31103785922096,-399.3110378586825,-399.3231020673612,-399.323102066382,-399.32955243818634,-399.3295524371592,-399.3235679624714,-399.32357753839375,-399.32967018721695,-399.3296703916753,-399.331022335,-399.331020824,-399.3328440881683,-399.3328425261061,-399.331134324,-399.331132684,-399.33290242658103,-399.3329007032919,-399.28945460024835,-399.32902739096,-399.328820334505,-399.328833964635,-399.33113451613
-399.2266824956933,-399.226682495638,-399.3110214801617,-399.31102147962656,-399.3230842327118,-399.32308423173487,-399.32953477793166,-399.32953477690455,-399.3235548890444,-399.3235541019424,-399.3296565456764,-399.3296567497912,-399.331009231,-399.331007721,-399.33282834204846,-399.3328267823534,-399.331121268,-399.331119628,-399.33288672324613,-399.3328850027661,-399.2894533228599,-399.329013934382,-399.328807613063,-399.32882063432,-399.33111155062
-399.22668388647577,-399.2266838864253,-399.31100552559496,-399.3110055250692,-399.3230668781296,-399.3230668771682,-399.32951758297605,-399.32951758196583,-399.32354209517456,-399.3235515075078,-399.3296431694719,-399.32964337326285,-399.330996365,-399.330994855,-399.33281297244366,-399.332811415036,-399.331108447,-399.331106807,-399.3328713949292,-399.3328696771636,-399.28945210051353,-399.32900025371,-399.328796541197,-399.328808997019,-399.331149478615
-399.2266851369612,-399.2266851369092,-399.3109899896308,-399.31098998910954,-399.3230499956079,-399.3230499946552,-399.3295008461441,-399.3295008451432,-399.32352958225334,-399.32354191169446,-399.3296300628688,-399.3296302663257,-399.330983742,-399.330982232,-399.332797976693,-399.3327964214608,-399.331095867,-399.331094228,-399.33285643894743,-399.33285472377753,-399.2894507801213,-399.328987584924,-399.328784307763,-399.328797328411,-399.331129096986
-399.22668626046726,-399.2266862604217,-399.3109748657525,-399.3109748652324,-399.3230335764136,-399.3230335754688,-399.32948455947417,-399.32948455848214,-399.3235173505178,-399.3235296996695,-399.3296172287029,-399.3296174318284,-399.330971366,-399.330969856,-399.3327833511028,-399.33278179797713,-399.331083533,-399.331081895,-399.3328418516444,-399.3328401389709,-399.28944947695254,-399.328974813506,-399.32877259694,-399.328784957494,-399.331101000949
-399.2266872691537,-399.2266872691097,-399.31096014635625,-399.31096014586086,-399.3230176110495,-399.3230176101416,-399.32946871417766,-399.32946871322815,-399.32350539896544,-399.32351400945976,-399.3296046682416,-399.3296048710667,-399.33095924,-399.330957731,-399.3327690909388,-399.33276753982074,-399.331071447,-399.331069809,-399.3328276282736,-399.3328259179988,-399.2894481417784,-399.328961939313,-399.328759251869,-399.328770988053,-399.331067568237
-399.2266881740811,-399.226688174038,-399.3109458233279,-399.31094582284095,-399.32300208955274,-399.3230020886618,-399.32945330094793,-399.3294533000165,-399.3234937257615,-399.323504887226,-399.3295923817432,-399.32959258425075,-399.330947365,-399.330945856,-399.3327551907242,-399.3327536415165,-399.33105961,-399.331057973,-399.3328137634084,-399.332812055418,-399.28944686911234,-399.328949957197,-399.32874919022,-399.328760392848,-399.331094179211
-399.22668898531487,-399.22668898527377,-399.31093188869806,-399.31093188822274,-399.3229870018788,-399.3229870010069,-399.3294383103313,-399.3294383094208,-399.3234823286349,-399.32351646506686,-399.329580368766,-399.3295805709528,-399.330935742,-399.330934233,-399.3327416447158,-399.3327400973118,-399.331048024,-399.331046386,-399.3328002513073,-399.3327985454932,-399.2894455846422,-399.328938131129,-399.328738300993,-399.328748974551,-399.331008985875
-399.2266897119805,-399.2266897119496,-399.3109183327776,-399.3109183323213,-399.3229723369316,-399.3229723360837,-399.329423731793,-399.32942373090657,-399.3234712035618,-399.3235573643004,-399.32956862688127,-399.32956882876096,-399.330924369,-399.33092286,-399.3327284455033,-399.3327268998268,-399.331036686,-399.331035049,-399.3327870846086,-399.3327853808687,-399.28944427202646,-399.328926361304,-399.32872759646,-399.328737796564,-399.331036151329
-399.2266903623982,-399.22669036237096,-399.3109051466813,-399.3109051462304,-399.322958083915,-399.3229580830796,-399.3294095550433,-399.3294095541703,-399.32346034683536,-399.3234775383888,-399.3295571538397,-399.3295573554042,-399.330913245,-399.330911737,-399.3327155861866,-399.33271404214895,-399.331025595,-399.331023959,-399.33277425642314,-399.33277255466646,-399.2894427530368,-399.32891619174,-399.328716061608,-399.328725830839,-399.330998222549
-399.2266909440759,-399.2266909440569,-399.3108923211829,-399.3108923207338,-399.32294423195344,-399.322944231121,-399.32939576968334,-399.32939576881176,-399.32344975407136,-399.3234941743085,-399.3295459465062,-399.3295461477497,-399.330902368,-399.33090086,-399.33270305926817,-399.33270151676174,-399.331014749,-399.331013113,-399.332761759294,-399.3327600594038,-399.2894417003332,-399.32890409587,-399.32870635942,-399.328715685132,-399.330981669454
-399.2266914638431,-399.2266914638286,-399.31087984686127,-399.3108798464217,-399.32293077004425,-399.32293076922826,-399.3293823651674,-399.3293823643135,-399.3234394205628,-399.32347743715553,-399.32953500133874,-399.3295352022868,-399.330891735,-399.330890227,-399.3326908571323,-399.33268931611286,-399.331004146,-399.331002511,-399.3327495856292,-399.33274788754915,-399.2894401931921,-399.328894348975,-399.328695433891,-399.328704403618,-399.330958552812
-399.2266919278513,-399.2266919278524,-399.3108677144816,-399.3108677140449,-399.32291768751867,-399.32291768671706,-399.32936933125495,-399.3293693304164,-399.3234293414871,-399.32354238700697,-399.3295243145076,-399.32952451516786,-399.330881343,-399.330879836,-399.332678972151,-399.3326774325424,-399.330993783,-399.330992147,-399.3327377278336,-399.3327360314792,-399.2894388828567,-399.328884087326,-399.328685671218,-399.328694299333,-399.330994969639
-399.22669234170576,-399.2266923417101,-399.3108559148477,-399.31085591441575,-399.3229049738081,-399.3229049730175,-399.329356657798,-399.3293566569708,-399.3234195119112,-399.3235361888804,-399.3295138819739,-399.3295140823455,-399.330871189,-399.330869682,-399.3326673967688,-399.3326658585031,-399.330983655,-399.33098202,-399.3327261783862,-399.332724483671,-399.2894375817033,-399.328873710187,-399.3286759801,-399.328684273815,-399.330979261391
-399.22669271043566,-399.2266927104417,-399.3108444393906,-399.3108444389711,-399.3228926189016,-399.32289261813,-399.3293443351863,-399.32934433437936,-399.3234099271329,-399.32360707580904,-399.3295036998436,-399.3295038999425,-399.33086127,-399.330859762,-399.33265612376977,-399.3326545867821,-399.330973761,-399.330972126,-399.332714930113,-399.3327132369664,-399.28943651620045,-399.328863658465,-399.328666387342,-399.3286743639,-399.330964460269
-399.2266930385893,-399.226693038602,-399.31083327937864,-399.31083327898,-399.3228806126936,-399.32288061194873,-399.3293323537238,-399.32933235294433,-399.3234005820676,-399.32359729429135,-399.3294937637883,-399.32949396362926,-399.330851581,-399.330850074,-399.33264514576706,-399.33264360998623,-399.330964096,-399.330962462,-399.3327039756504,-399.332702283992,-399.2894353091383,-399.328854436796,-399.328657704902,-399.328665443546,-399.330901737237
-399.2266933302857,-399.2266933302991,-399.3108224270538,-399.3108224266468,-399.3228689462438,-399.3228689454865,-399.3293207048652,-399.3293207040685,-399.3233914724942,-399.3237940490045,-399.3294840702326,-399.3294842697755,-399.330842121,-399.330840614,-399.3326344563385,-399.3326329216689,-399.330954658,-399.330953024,-399.3326933086225,-399.3326916183453,-399.2894345509022,-399.328843572693,-399.328645942531,-399.328656212475,-399.330974442803
-399.2266935892308,-399.226693589238,-399.31081187473393,-399.3108118743502,-399.3228576106376,-399.3228576099236,-399.3293093800957,-399.32930937934935,-399.3233825940531,-399.32378352158446,-399.32947461543085,-399.32947481476526,-399.330832886,-399.330831379,-399.3326240491079,-399.3326225155628,-399.330945444,-399.33094381,-399.3326829226905,-399.3326812338012,-399.28943344238417,-399.32883426761,-399.32863423798,-399.328647009458,-399.330921965415
-399.2266938187482,-399.2266938187576,-399.3108016152665,-399.3108016148786,-399.3228465975808,-399.322846596868,-399.32929837151704,-399.3292983707736,-399.3233739425988,-399.3237835000031,-399.32946539579547,-399.3294655948729,-399.330823873,-399.330822366,-399.33261391802495,-399.33261238552006,-399.33093645,-399.330934816,-399.33267281184294,-399.3326711242517,-399.2894324266462,-399.328825380091,-399.328627146941,-399.328639398294,-399.33093781078
-399.22669402185613,-399.2266940218663,-399.31079164215976,-399.3107916418031,-399.3228358995472,-399.3228358988745,-399.32928767200553,-399.3292876713048,-399.3233655145789,-399.323771666394,-399.32945640828126,-399.32945660715137,-399.33081508,-399.330813573,-399.33260405778503,-399.3326025262809,-399.330927675,-399.330926041,-399.3326629708183,-399.33266128447696,-399.28943139726874,-399.328816698542,-399.328618987152,-399.328630745352,-399.330900550923
-399.22669420126647,-399.22669420127704,-399.3107819492217,-399.3107819488624,-399.3228255092902,-399.32282550861527,-399.3292772747226,-399.32927727401653,-399.3233573066439,-399.3237790472756,-399.32944765003754,-399.3294478486584,-399.330806504,-399.330804997,-399.3325944634614,-399.3325929328652,-399.330919116,-399.330917483,-399.332653394721,-399.33265170952,-399.2894304116616,-399.328808032674,-399.328611181594,-399.328622461592,-399.3309233708
-399.22669435942106,-399.22669435943214,-399.31077253067934,-399.3107725303285,-399.3228154200496,-399.32281541938835,-399.3292671733069,-399.32926717261466,-399.32334931539026,-399.3238337883024,-399.3294391180792,-399.32943931648185,-399.330798143,-399.330796636,-399.33258513009395,-399.33258360035353,-399.330910771,-399.330909138,-399.33264407865096,-399.33264239455303,-399.2894294182359,-399.32879994879,-399.328602779575,-399.328613610797,-399.330873108579
-399.2266944985173,-399.2266944985282,-399.3107633814896,-399.3107633811426,-399.32280562577085,-399.32280562512466,-399.32925736210984,-399.3292573614351,-399.32334153828293,-399.3238306888588,-399.3294308102954,-399.32943100849553,-399.330789996,-399.330788489,-399.3325760538089,-399.332574524922,-399.330902639,-399.330901006,-399.3326350187672,-399.3326333357461,-399.28942821444014,-399.328792369722,-399.328594787946,-399.328605352233,-399.330873887316
-399.22669462053034,-399.22669462054193,-399.31075449685727,-399.3107544965171,-399.32279612083966,-399.32279612021193,-399.32924783591926,-399.3292478352664,-399.32333397283816,-399.32384076633394,-399.3294227245767,-399.3294229225873,-399.330782061,-399.330780555,-399.33256723084224,-399.332565702782,-399.330894717,-399.330893085,-399.3326262113505,-399.3326245293664,-399.2894271947079,-399.328784896048,-399.328587360501,-399.328597579266,-399.330894484352
-399.22669472725954,-399.226694727259,-399.31074587221593,-399.3107458718932,-399.3227868997822,-399.32278689918223,-399.3292385896683,-399.3292385890471,-399.32332661651697,-399.3236835311354,-399.32941485873954,-399.3294150565784,-399.330774337,-399.33077283,-399.33255865749584,-399.3325571302216,-399.330887006,-399.330885373,-399.33261765272795,-399.3326159717355,-399.2894266888941,-399.328776301807,-399.328581794627,-399.328591477919,-399.330864018196
-399.22669482027874,-399.2266948202774,-399.3107375035671,-399.31073750326175,-399.3227779577388,-399.32277795716016,-399.32922961889375,-399.32922961829456,-399.32331943097006,-399.3236813609826,-399.32940721118047,-399.3294074088416,-399.330766822,-399.330765315,-399.3325503307575,-399.33254880419014,-399.330879502,-399.33087787,-399.33260933993006,-399.33260765986455,-399.289425151854,-399.328770104896,-399.328572592516,-399.328582303867,-399.330851169608
-399.2266949010518,-399.2266949010406,-399.3107293869387,-399.31072938662254,-399.32276928993053,-399.3227692893415,-399.3292209192149,-399.32922091860326,-399.3233124870268,-399.3236825170276,-399.32939978015327,-399.3293999776122,-399.330759515,-399.330758008,-399.332542247552,-399.3325407216636,-399.330872206,-399.330870574,-399.332601269955,-399.3325995907588,-399.2894250036056,-399.328761509493,-399.328567803202,-399.328576821484,-399.330855537292
-399.226694970865,-399.22669497085013,-399.3107215187326,-399.3107215184192,-399.32276089210507,-399.32276089151986,-399.32921248676354,-399.3292124861532,-399.3233057464215,-399.32386596706226,-399.3293925641174,-399.32939276139376,-399.330752415,-399.330750909,-399.33253440517313,-399.33253287992,-399.330865116,-399.330863484,-399.33259344010327,-399.33259176172567,-399.28942348469434,-399.328755746616,-399.328557003161,-399.328568150711,-399.330835434679
-399.2266950308869,-399.2266950308718,-399.31071389564306,-399.3107138953436,-399.3227527601028,-399.3227527595429,-399.32920431775545,-399.3292043171736,-399.3232992074306,-399.3238243754028,-399.32938556159695,-399.3293857587354,-399.330745522,-399.330744015,-399.3325268010174,-399.3325252764126,-399.330858232,-399.3308566,-399.332585847804,-399.3325841702456,-399.2894226239529,-399.328748924693,-399.328550355157,-399.328561197611,-399.330845294355
-399.2266950821773,-399.226695082161,-399.31070651424193,-399.310706513946,-399.3227448898041,-399.3227448892525,-399.32919640844153,-399.3291964078689,-399.323292868283,-399.3237604590876,-399.329378771043,-399.3293789680284,-399.330738833,-399.330737327,-399.33251943249854,-399.3325179084848,-399.330851552,-399.33084992,-399.3325784905188,-399.3325768137274,-399.28942268545006,-399.328741300557,-399.328546320958,-399.328556365246,-399.330859297519
-399.22669512568245,-399.2266951256604,-399.3106993714068,-399.3106993711252,-399.3227372774276,-399.32273727689255,-399.3291887553938,-399.3291887548377,-399.3232867273619,-399.3238775337785,-399.329372191016,-399.3293723878632,-399.330732349,-399.330730843,-399.33251229721367,-399.3325107737271,-399.330845076,-399.330843444,-399.33257136588134,-399.3325696898178,-399.2894219828771,-399.328734707468,-399.328540244672,-399.328549960763,-399.330831000368
-399.22669516224425,-399.22669516222373,-399.31069246392826,-399.310692463641,-399.3227299190575,-399.3227299185184,-399.3291813550391,-399.3291813544776,-399.3232807828349,-399.3240327202968,-399.32936581984546,-399.32936601653415,-399.330726068,-399.330724562,-399.3325053925637,-399.3325038696256,-399.330838802,-399.33083717,-399.332564471348,-399.3325627959711,-399.2894205635296,-399.328729382302,-399.3285294973,-399.328542099004,-399.330793883376
-399.22669519263934,-399.2266951926159,-399.3106857887125,-399.31068578843696,-399.3227228109549,-399.3227228104316,-399.3291742039637,-399.3291742034184,-399.32327503306794,-399.3240284591763,-399.32935965602144,-399.3293598525852,-399.330719988,-399.330718482,-399.33249871623906,-399.33249719382445,-399.330832729,-399.330831097,-399.33255780462304,-399.3325561299165,-399.2894205236262,-399.328722755693,-399.328524730441,-399.328537383132,-399.330836889066
-399.2266952175555,-399.22669521752886,-399.3106793423808,-399.3106793421012,-399.3227159492709,-399.322715948746,-399.3291672986289,-399.3291672980816,-399.3232694760304,-399.3240924884021,-399.3293536976016,-399.3293538940268,-399.330714109,-399.330712603,-399.33249226550777,-399.33249074359543,-399.330826856,-399.330825224,-399.3325513630008,-399.3325496889319,-399.28941998162657,-399.328716435361,-399.328519579096,-399.328531743592,-399.330849942437
-399.2266952376104,-399.2266952375807,-399.3106731218372,-399.31067312155824,-399.32270933015207,-399.32270932963206,-399.3291606354723,-399.3291606349312,-399.32326410977976,-399.3238554654535,-399.3293479427163,-399.3293481390224,-399.330708429,-399.330706923,-399.3324860377455,-399.3324845163031,-399.330821181,-399.330819549,-399.332545143898,-399.33254347044686,-399.2894193727185,-399.328710444056,-399.328515044765,-399.328526822902,-399.330835373272
-399.22669525335806,-399.2266952533284,-399.3106671236994,-399.3106671234343,-399.32270294965593,-399.3227029491517,-399.3291542108303,-399.3291542103056,-399.32325893219377,-399.3238881784556,-399.3293423892837,-399.3293425854856,-399.330702946,-399.33070144,-399.33248003016973,-399.33247850919946,-399.330815703,-399.330814072,-399.3325391445733,-399.33253747170335,-399.2894183512844,-399.328706165241,-399.328508354558,-399.328519951066,-399.330824253287
