HF,UHF,CASSCF,VB,cov,ion,CF,BOVB,MP2,UMP2,MP3,UMP3,MP4,UMP4,CID,UCID,CISD,UCISD,CCD,UCCD,CCSD,UCCSD,CCSD(T),UCCSD(T),QCISD,UQCISD,QCISD(T),UQCISD(T),CCSDT,CCSDT_ORCA,CCSDT(Q),CCSDT[Q],CCSDTQ,CCSDT_nofc,CCSDT(Q)_nofc,CCSDT[Q]_nofc,CASPT2,SC-NEVPT2,FIC-NEVPT2,FIC-MRCISD,FIC-MRCISD+Q
-198.12860003981376,-198.8110496610648,-198.80187039260085,-198.80169341829,-198.801693582094,-198.129145059154,-198.801693561929,-198.801693487692,-198.56411208885217,-199.2107208388503,-198.58074105987865,-199.23140689084352,-198.5964762734546,-199.2399748528215,-198.56038303928293,-199.21081813332023,-198.56155141701885,-199.2119670707884,-198.6032770736452,-199.2321809171044,-198.604614652,-199.23354134,-198.62158129180568,-199.240721459392,-198.604969334,-199.233858836,-198.62177771323147,-199.24087147701883,,,,,,,,,-199.22191346912,-199.171424195199,-199.17220277777,-199.21053769,-199.23505536
-198.12847984638344,-198.81104966203367,-198.8018703951305,-198.801693639846,-198.801693637006,-198.129024135973,-198.801693564591,-198.801693492228,-198.56399189224297,-199.21072083927152,-198.58062086074688,-199.23140689146825,-198.59635607233497,-199.2399748534456,-198.5602628365856,-199.21081813401227,-198.5614312143152,-199.21196707160647,-198.60315684866475,-199.2321809177249,-198.604494396,-199.233541341,-198.62146099231444,-199.24072146020185,-198.604849081,-199.233858837,-198.621657416956,-199.2408714779179,,,,,,,,,-199.22191347153,-199.171425993038,-199.172202780144,-199.21053769,-199.23505536
-198.128360458434,-198.811049662986,-198.8018703976093,-198.80169365884,-198.8016936504,-198.128903985276,-198.801693566887,-198.801693490957,-198.56387250115853,-199.21072084046537,-198.580501467174,-199.23140689244724,-198.5962366768009,-199.23997485442,-198.56014343949496,-199.21081813495795,-198.561311817218,-199.21196707242336,-198.6030374002605,-199.2321809187241,-198.604374952,-199.233541342,-198.6213415060189,-199.2407214609921,-198.60472963,-199.233858837,-198.62153791993475,-199.2408714786178,,,,,,,,,-199.221913473892,-199.171424154696,-199.172202782484,-199.21053769,-199.23505536
-198.1282418678996,-198.81104966391663,-198.80187040003943,-198.801693657285,-198.801693657038,-198.128784620033,-198.801693569337,-198.801693508279,-198.5637539075304,-199.21072084084963,-198.58038287109144,-199.23140689303324,-198.5961180787836,-199.2399748550048,-198.56002483994104,-199.21081813560977,-198.5611932176581,-199.21196707320803,-198.60291874105368,-199.2321809193048,-198.604256283,-199.233541343,-198.62122277924243,-199.24072146177127,-198.604610953,-199.233858838,-198.62141917989405,-199.24087147948563,,,,,,,,,-199.221913476208,-199.171424432581,-199.172202784767,-199.2105377,-199.23505537
-198.1281240668189,-198.81104966483,-198.8018704024205,-198.801693635089,-198.801693506608,-198.128666193829,-198.801693571908,-198.801693511527,-198.56363610339864,-199.21072084161585,-198.58026506453817,-199.2314068937924,-198.59600027032127,-199.2399748557612,-198.5599070299629,-199.2108181363852,-198.56107540767363,-199.2119670739848,-198.60280089378344,-199.23218092007104,-198.604138473,-199.233541344,-198.62110496031733,-199.2407214625328,-198.60449316,-199.233858839,-198.62130138861417,-199.2408714802461,,,,,,,,,-199.221913478478,-199.171426147114,-199.172202787013,-199.2105377,-199.23505537
-198.128007047338,-198.8110496657264,-198.80187040475488,-198.801693528121,-198.801693602559,-198.128548677094,-198.801693574267,-198.801693501286,-198.5635190809083,-199.21072084277344,-198.58014803965872,-199.23140689473937,-198.5958832435581,-199.2399748567045,-198.5597900017038,-199.21081813729808,-198.56095837940828,-199.21196707475977,-198.60268384890225,-199.2321809210389,-198.604021393,-199.233541344,-198.6209878371716,-199.2407214632792,-198.604376078,-199.233858839,-198.62118426284897,-199.24087148090345,,,,,,,,,-199.221913480704,-199.171426450449,-199.172202789214,-199.2105377,-199.23505537
-198.1278908017076,-198.81104966660303,-198.80187040704345,-198.801693665845,-198.801693573405,-198.128431589649,-198.801693576661,-198.801693503162,-198.56340283230728,-199.21072084310504,-198.5800317887013,-199.23140689526863,-198.59576699074208,-199.23997485723208,-198.55967374741064,-199.2108181378922,-198.5608421251096,-199.21196707549504,-198.60256750049808,-199.2321809215612,-198.603905054,-199.233541345,-198.62087142810904,-199.2407214640136,-198.604259722,-199.23385884,-198.6210678238108,-199.24087148172504,,,,,,,,,-199.221913482887,-199.17142427783,-199.172202791367,-199.2105377,-199.23505537
-198.127775322277,-198.81104978789955,-198.8018704092865,-198.80169363754,-198.80169354277,-198.128315656951,-198.801693578796,-198.801693503039,-198.56328734994804,-199.2107209647299,-198.5799163040167,-199.2314070154773,-198.59565150422333,-199.2399749776661,-198.55955825943448,-199.2108182577415,-198.5607266371275,-199.21196719494847,-198.6024520293872,-199.23218104197767,-198.603789577,-199.233541465,-198.62075595472643,-199.24072158404,-198.604144261,-199.23385896,-198.6209523778292,-199.24087160158427,,,,,,,,,-199.221913485027,-199.171426638398,-199.172202793484,-199.2105377,-199.23505537
-198.12766060150025,-198.81104966830804,-198.80187041148588,-198.801693437244,-198.801693424006,-198.12820020835,-198.801693581145,-198.801693506653,-198.5631726262812,-199.21072084495069,-198.579801578056,-199.2314068969017,-198.59553677645263,-199.23997485886,-198.55944353022497,-199.2108181395052,-198.56061190791243,-199.2119670769636,-198.60233724818244,-199.23218092322247,-198.603674798,-199.233541346,-198.62064113434607,-199.2407214654372,-198.604029475,-199.233858842,-198.62083754466548,-199.24087148305995,,,,,,,,,-199.221913487125,-199.171424792495,-199.17220279555,-199.21053771,-199.23505538
-198.1275466319273,-198.81104966913475,-198.8018704136421,-198.801693674862,-198.80169367029,-198.128085701098,-198.801693583016,-198.801693521082,-198.56305865385767,-199.21072084523428,-198.5796876033688,-199.2314068973792,-198.59542279997933,-199.23997485933512,-198.5593295523315,-199.2108181400464,-198.56049793001344,-199.21196707765367,-198.60222322943577,-199.2321809236912,-198.603560779,-199.233541347,-198.6205270778983,-199.24072146613065,-198.603915454,-199.233858843,-198.6207234865972,-199.24087148383936,,,,,,,,,-199.221913489183,-199.171426462849,-199.172202797583,-199.21053771,-199.23505538
-198.1274334062084,-198.8110496699454,-198.80187041575624,-198.801693672609,-198.801693674419,-198.127971814847,-198.801693585116,-198.80169351794,-198.5629454253248,-199.2107208459096,-198.57957437260217,-199.231406898052,-198.59530956745,-199.23997486000536,-198.5592163184004,-199.21081814073435,-198.5603846960768,-199.211967078348,-198.60210994516345,-199.2321809243704,-198.603447526,-199.233541348,-198.62041380438745,-199.24072146681,-198.603802206,-199.233858843,-198.62061022045123,-199.24087148451983,,,,,,,,,-199.221913491201,-199.171424199369,-199.172202799573,-199.21053771,-199.23505538
-198.1273209170848,-198.81104967074083,-198.80187041783023,-198.80169359354,-198.801693564221,-198.127858688746,-198.801693587563,-198.801693520046,-198.5628329334247,-199.21072084700623,-198.57946187849817,-199.2314068989432,-198.5951970716061,-199.23997486089507,-198.5591038211728,-199.21081814158848,-198.56027219884376,-199.2119670790438,-198.6019973866212,-199.23218092528384,-198.603334946,-199.233541348,-198.6203011570427,-199.2407214674748,-198.603689599,-199.233858844,-198.62049752881524,-199.2408714850964,,,,,,,,,-199.221913493182,-199.17142489611,-199.172202801535,-199.21053771,-199.23505538
-198.12720915739592,-198.8110496715205,-198.8018704198637,-198.801693483404,-198.801693673252,-198.12774629,-198.801693589359,-198.801693521853,-198.56272117099624,-199.21072084723824,-198.5793501138945,-199.23140689936832,-198.59508530528527,-199.2399748613172,-198.55899205348567,-199.21081814207724,-198.5601604311516,-199.21196707969304,-198.6018856324178,-199.2321809256988,-198.603223184,-199.233541349,-198.62018939366064,-199.24072146812983,-198.603577863,-199.233858845,-198.62038580827743,-199.2408714858377,,,,,,,,,-199.221913495124,-199.171425119183,-199.172202803451,-199.21053772,-199.23505538
-198.12709812007068,-198.811049672285,-198.801870421858,-198.801693433676,-198.801693654612,-198.127634730027,-198.801693591395,-198.80169351665,-198.56261013096767,-199.2107208478837,-198.57923907171937,-199.23140690000784,-198.5949742614152,-199.2399748619545,-198.55888100826687,-199.2108181427296,-198.5600493859276,-199.2119670803464,-198.60177455149284,-199.2321809263441,-198.603112102,-199.23354135,-198.62007828004303,-199.24072146877103,-198.603466782,-199.233858845,-198.6202746949681,-199.240871486478,,,,,,,,,-199.221913497029,-199.171425068563,-199.172202805331,-199.21053772,-199.23505539
-198.1269877981316,-198.8110496730349,-198.80187042381343,-198.801693626682,-198.801693677842,-198.127523663396,-198.801693593298,-198.801693523673,-198.5624998063608,-199.21072084851727,-198.579128744994,-199.23140690063587,-198.5948639330167,-199.2399748625804,-198.5587706785369,-199.2108181433701,-198.5599390561925,-199.211967080988,-198.6016641312721,-199.23218092697783,-198.603001682,-199.23354135,-198.61996778700453,-199.2407214694007,-198.603356353,-199.233858846,-198.6201641852508,-199.24087148710672,,,,,,,,,-199.221913498897,-199.171425882525,-199.172202807177,-199.21053772,-199.23505539
-198.12687818468896,-198.81104977951992,-198.8018704257321,-198.801693555921,-198.801693606248,-198.127413613723,-198.80169359536,-198.801693520169,-198.56239019028507,-199.21072095450512,-198.57901912682743,-199.23140700563084,-198.5947543131987,-199.23997496777127,-198.55866105740407,-199.2108182481641,-198.5598294350548,-199.21196718588584,-198.60155452736964,-199.23218103217647,-198.602892066,-199.233541456,-198.61985816729648,-199.2407215747556,-198.603246752,-199.233858951,-198.62005459297336,-199.2408715924024,,,,,,,,,-199.221913500731,-199.171424863151,-199.172202808995,-199.21053772,-199.23505539
-198.12676927294248,-198.81104967449264,-198.8018704276137,-198.801693671795,-198.801693681385,-198.127304066439,-198.801693597204,-198.801693522167,-198.5622812759404,-199.21072084974705,-198.57891021041888,-199.23140690185457,-198.5946453951598,-199.2399748637948,-198.5585521380672,-199.2108181446132,-198.55972051571297,-199.211967082236,-198.6014455480637,-199.23218092820755,-198.602783092,-199.233541352,-198.6197491487638,-199.24072147062563,-198.60313776,-199.233858847,-198.619945545724,-199.24087148832987,,,,,,,,,-199.22191350253,-199.17142635991,-199.172202810764,-199.21053772,-199.23505539
-198.1266610561775,-198.81104967520085,-198.80187042945929,-198.801693536658,-198.801693684775,-198.127195369314,-198.801693599174,-198.801693526255,-198.56217305661016,-199.21072085078305,-198.57880198905195,-199.23140690269497,-198.5945371721833,-199.23997486463549,-198.55844391380907,-199.21081814541577,-198.55961229145004,-199.21196708286604,-198.60133726490608,-199.2321809290716,-198.602674824,-199.233541352,-198.6196408425562,-199.24072147122016,-198.603029471,-199.233858847,-198.6198372044238,-199.2408714888398,,,,,,,,,-199.221913504295,-199.171424293448,-199.172202812511,-199.21053772,-199.23505539
-198.12655352776653,-198.8110496758956,-198.8018704312704,-198.801693580243,-198.8016936938,-198.127087266098,-198.801693601018,-198.801693533611,-198.56206552566647,-199.2107208513721,-198.5786944560976,-199.23140690328023,-198.59442963764008,-199.23997486521893,-198.5583363780001,-199.21081814601257,-198.55950475563645,-199.21196708346216,-198.60122971960607,-199.23218092966232,-198.602567264,-199.233541353,-198.61953325974488,-199.24072147180448,-198.602921933,-199.233858848,-198.61972965805444,-199.24087148942388,,,,,,,,,-199.221913506027,-199.171424372681,-199.172202814218,-199.21053773,-199.2350554
-198.12644668116133,-198.8110496765768,-198.80187043304687,-198.801693594253,-198.801693694591,-198.126979918547,-198.801693602971,-198.801693532223,-198.56195867656348,-199.21072085195053,-198.57858760500991,-199.2314069038549,-198.5943227849837,-199.2399748657919,-198.558229524094,-199.21081814659857,-198.55939790172565,-199.21196708404747,-198.60112283941177,-199.2321809302424,-198.602460386,-199.233541353,-198.619426359209,-199.2407214723783,-198.60281506,-199.233858849,-198.61962276475072,-199.2408714899974,,,,,,,,,-199.221913507726,-199.171425117997,-199.172202815894,-199.21053773,-199.2350554
-198.1263405099048,-198.8110496772444,-198.80187043479,-198.801693603774,-198.801693467427,-198.126873083382,-198.801693604414,-198.801693549053,-198.5618525028378,-199.2107208520776,-198.57848142932448,-199.2314069041638,-198.59421660774944,-199.23997486609616,-198.5581233456256,-199.2108181469676,-198.55929172325264,-199.2119670845948,-198.60101662404097,-199.2321809305373,-198.60235417,-199.233541354,-198.61932010937912,-199.2407214729417,-198.602708842,-199.233858849,-198.6195165124384,-199.2408714906425,,,,,,,,,-199.221913509394,-199.17142465905,-199.17220281754,-199.21053773,-199.2350554
-198.12623500761003,-198.81104967790023,-198.8018704365004,-198.801693468307,-198.801693469362,-198.126766987021,-198.801693606312,-198.801693536084,-198.56174699810973,-199.21072085263387,-198.5783759226624,-199.23140690471507,-198.59411109955803,-199.2399748666456,-198.55801783621533,-199.21081814752952,-198.559186213838,-199.21196708515785,-198.6009110733725,-199.23218093109347,-198.602248635,-199.233541355,-198.6192145487888,-199.24072147349463,-198.602603322,-199.23385885,-198.6194109744837,-199.24087149119464,,,,,,,,,-199.221913511031,-199.1714262826,-199.172202819156,-199.21053773,-199.2350554
-198.1261301679816,-198.81104967854424,-198.80187043817872,-198.801693691209,-198.801693688051,-198.126661762262,-198.801693607912,-198.801693544812,-198.56164215607728,-199.21072085318016,-198.57827107872032,-199.23140690525625,-198.5940062541059,-199.23997486718497,-198.55791298955947,-199.2108181480812,-198.55908136717767,-199.2119670857104,-198.6008062111169,-199.2321809316394,-198.602143757,-199.233541355,-198.61910964570583,-199.2407214740374,-198.602498434,-199.23385885,-198.61930605446244,-199.2408714917366,,,,,,,,,-199.221913512637,-199.171424747887,-199.17220282074,-199.21053773,-199.2350554
-198.12602598479623,-198.8110496791756,-198.80187043982568,-198.801693476027,-198.801693599283,-198.12655702805,-198.801693609678,-198.801693541824,-198.5615379705176,-199.2107208537164,-198.5781668912753,-199.2314069057876,-198.59390206516977,-199.2399748677146,-198.55780879943453,-199.21081814862265,-198.5589771770485,-199.21196708625297,-198.6007019494197,-199.23218093217545,-198.602039511,-199.233541356,-198.61900535005887,-199.2407214745704,-198.60239416,-199.233858851,-198.6192017165127,-199.24087149226875,,,,,,,,,-199.221913514214,-199.171424455727,-199.172202822299,-199.21053773,-199.2350554
-198.1259224519104,-198.81104967979536,-198.80187044144208,-198.801693682862,-198.801693488666,-198.126452968355,-198.80169361152,-198.801693546151,-198.56143443528703,-199.21072085424305,-198.57806335418329,-199.2314069063092,-198.59379852660527,-199.23997486823447,-198.55770525969595,-199.21081814915425,-198.55887363730568,-199.2119670867856,-198.6005983747073,-199.23218093270165,-198.60193594,-199.233541356,-198.61890175146,-199.24072147509352,-198.602290597,-199.233858852,-198.61909813049976,-199.2408714927912,,,,,,,,,-199.221913515762,-199.171424359118,-199.172202823826,-199.21053774,-199.2350554
-198.125819563254,-198.81104968040344,-198.8018704430281,-198.801693467741,-198.801693514361,-198.126349443996,-198.801693612785,-198.801693546284,-198.5613315443166,-199.21072085520413,-198.5779604613748,-199.23140690708763,-198.5936956323428,-199.23997486901527,-198.5576023642737,-199.2108181498945,-198.55877074187924,-199.21196708734,-198.6004954499273,-199.23218093350528,-198.601833009,-199.233541357,-198.61879879041825,-199.24072147560688,-198.602187654,-199.233858852,-198.6189951475937,-199.2408714932248,,,,,,,,,-199.221913517281,-199.171425210042,-199.172202825324,-199.21053774,-199.23505541
-198.1257173128364,-198.8110496810012,-198.80187044458484,-198.801693594479,-198.801693693102,-198.126246651898,-198.801693614446,-198.801693541904,-198.56122929161447,-199.21072085526785,-198.5778582068577,-199.23140690732467,-198.5935933763897,-199.2399748692468,-198.5575001071751,-199.21081815018897,-198.5586684847765,-199.21196708782216,-198.60039315886243,-199.232180933726,-198.601730724,-199.233541357,-198.6186964791428,-199.240721476112,-198.602085382,-199.233858853,-198.61889285855244,-199.24087149380816,,,,,,,,,-199.221913518772,-199.171424525532,-199.172202826797,-199.21053774,-199.23505541
-198.12561569473849,-198.8110496815869,-198.80187044611355,-198.801693604389,-198.801693708626,-198.126144740669,-198.801693615917,-198.801693550334,-198.5611276712605,-199.2107208562122,-198.5777565847117,-199.23140690808947,-198.5934917528255,-199.2399748700144,-198.55739848247936,-199.2108181509156,-198.5585668600769,-199.21196708836007,-198.60029153440584,-199.23218093451635,-198.601629105,-199.233541358,-198.6185948608036,-199.2407214766077,-198.601983787,-199.233858853,-198.6187912783936,-199.2408714942252,,,,,,,,,-199.221913520237,-199.171424575723,-199.172202828243,-199.21053774,-199.23505541
-198.125514703114,-198.81104968216152,-198.80187044761385,-198.801693694412,-198.801693633991,-198.126043080656,-198.801693617508,-198.801693539925,-198.5610266774092,-199.210720856256,-198.57765558909065,-199.2314069083037,-198.5933907558037,-199.23997487022265,-198.55729748433987,-199.21081815118643,-198.55846586193343,-199.21196708882144,-198.6001905290162,-199.2321809347136,-198.601528073,-199.233541358,-198.6184937979548,-199.240721477094,-198.601882753,-199.233858854,-198.61869021260844,-199.24087149478868,,,,,,,,,-199.221913521675,-199.17142436738,-199.172202829665,-199.21053774,-199.23505541
-198.1254143321928,-198.81104968272635,-198.80187044908624,-198.801693535897,-198.801693711451,-198.125942378856,-198.801693618947,-198.801693555492,-198.56092630428665,-199.2107208571836,-198.57755521422047,-199.2314069090548,-198.59329037955013,-199.23997487097697,-198.55719710698213,-199.21081815189936,-198.55836548457185,-199.211967089343,-198.6000900689912,-199.23218093549048,-198.601427629,-199.233541359,-198.61839330005063,-199.24072147757207,-198.601782276,-199.233858854,-198.6185896608484,-199.24087149518928,,,,,,,,,-199.221913523086,-199.171426197443,-199.172202831056,-199.21053774,-199.23505541
-198.125314576267,-198.81104976683875,-198.80187045053177,-198.801693681451,-198.801693559113,-198.125842003871,-198.80169362048,-198.801693551655,-198.5608265461894,-199.21072094049816,-198.5774554543974,-199.2314069917552,-198.59319061836064,-199.23997495382824,-198.55709734470184,-199.2108182344841,-198.55826572228767,-199.2119671721862,-198.59999027643843,-199.2321810183321,-198.601327838,-199.233541442,-198.61829348319893,-199.24072156079737,-198.601682491,-199.233858937,-198.6184898527877,-199.2408715784378,,,,,,,,,-199.221913524472,-199.171424232714,-199.172202832422,-199.21053774,-199.23505541
-198.12521542970865,-198.81104968382505,-198.8018704519514,-198.801693599805,-198.80169349126,-198.125742403445,-198.801693622011,-198.801693555717,-198.56072739748365,-199.21072085767364,-198.5773563039872,-199.2314069097084,-198.59309146660064,-199.23997487162288,-198.55699819186424,-199.21081815261724,-198.5581665694464,-199.2119670902548,-198.5998911468522,-199.23218093613028,-198.601228684,-199.23354136,-198.61819432424724,-199.2407214785028,-198.601583368,-199.233858855,-198.6183907439689,-199.24087149619544,,,,,,,,,-199.221913525834,-199.171424651602,-199.172202833767,-199.21053775,-199.23505541
-198.1251168869484,-198.81104968435903,-198.8018704533449,-198.801693703664,-198.801693650968,-198.125643514382,-198.801693623388,-198.801693555544,-198.56062885260408,-199.2107208585772,-198.5772577574241,-199.2314069104398,-198.59299291870448,-199.2399748723582,-198.55689964290343,-199.2108181533106,-198.55806802048187,-199.2119670907532,-198.59979255017493,-199.232180936888,-198.601130092,-199.23354136,-198.61809569679025,-199.240721478956,-198.601484768,-199.233858855,-198.61829210327963,-199.24087149657285,,,,,,,,,-199.22191352717,-199.171426508178,-199.172202835087,-199.21053775,-199.23505542
-198.12501894249047,-198.81104968488376,-198.80187045471297,-198.801693720895,-198.801693562812,-198.125545132743,-198.801693624888,-198.801693555888,-198.56053090605351,-199.21072085857725,-198.57715980921057,-199.23140691060377,-198.59289496917384,-199.2399748725155,-198.55680169232093,-199.21081815352912,-198.5579700698958,-199.2119670911684,-198.5996945827169,-199.2321809370333,-198.601032111,-199.233541361,-198.61799768593647,-199.2407214794008,-198.601386798,-199.233858856,-198.6181941098405,-199.2408714970921,,,,,,,,,-199.221913528483,-199.171425741188,-199.172202836382,-199.21053775,-199.23505542
-198.12492159090488,-198.81104968539887,-198.8018704560569,-198.80169371856,-198.801693626117,-198.125447068205,-198.801693626031,-198.801693555026,-198.5604335524,-199.21072085901724,-198.57706245391503,-199.2314069110398,-198.59279761257727,-199.23997487295017,-198.55670433468512,-199.21081815397312,-198.5578727122564,-199.21196709161308,-198.59959720165267,-199.23218093747303,-198.600934736,-199.233541361,-198.6179002951251,-199.24072147983807,-198.60128942,-199.233858856,-198.61809671496795,-199.2408714975288,,,,,,,,,-199.221913529772,-199.171425287711,-199.172202837654,-199.21053775,-199.23505542
-198.1248248268248,-198.8110496859052,-198.8018704573763,-198.801693592379,-198.801693665443,-198.125350126335,-198.801693627271,-198.801693565401,-198.56033678627887,-199.2107208598985,-198.5769656861716,-199.2314069117532,-198.59270084354856,-199.239974873668,-198.5566075646296,-199.21081815464856,-198.5577759421973,-199.2119670920904,-198.59950040513007,-199.2321809382132,-198.600837944,-199.233541361,-198.61780348338328,-199.2407214802685,-198.601192626,-199.233858857,-198.61799989914,-199.2408714978852,,,,,,,,,-199.221913531039,-199.171424722681,-199.17220283891,-199.21053775,-199.23505542
-198.124728644952,-198.81104968640187,-198.80187045867208,-198.801693604528,-198.801693714559,-198.12525336427,-198.801693628799,-198.801693570831,-198.56024060238764,-199.2107208603228,-198.576869500678,-199.23140691217512,-198.5926046567851,-199.2399748740888,-198.5565113768514,-199.2108181550784,-198.5576797544158,-199.21196709252,-198.59940416172063,-199.2321809386389,-198.600741729,-199.233541362,-198.6177072432968,-199.24072148069024,-198.601096412,-199.233858857,-198.61790366066109,-199.24087149830683,,,,,,,,,-199.221913532282,-199.171426165996,-199.172202840132,-199.21053775,-199.23505542
-198.1246330400467,-198.8110496868896,-198.80187045994484,-198.801693721678,-198.801693471804,-198.125157413095,-198.801693630027,-198.801693566512,-198.5601449954904,-199.2107208607404,-198.576773892198,-199.23140691259024,-198.5925090470506,-199.23997487450288,-198.55641576611427,-199.21081815550124,-198.55758414367529,-199.21196709294256,-198.59930849561016,-199.23218093905768,-198.600646053,-199.233541362,-198.6176115143396,-199.2407214811052,-198.60100073,-199.233858857,-198.6178079217813,-199.24087149872173,,,,,,,,,-199.221913533505,-199.171426657993,-199.172202841336,-199.21053775,-199.23505542
-198.12453800693623,-198.8110496873686,-198.8018704611944,-198.801693502492,-198.80169363536,-198.125061899892,-198.801693631285,-198.801693559268,-198.56004996041165,-199.21072086070217,-198.5766788555553,-199.23140691270925,-198.5924140091685,-199.2399748746145,-198.55632072724137,-199.2108181556728,-198.5574891047991,-199.21196709331565,-198.59921348415168,-199.23218093915656,-198.600551022,-199.233541363,-198.61751648450704,-199.2407214815123,-198.600905703,-199.233858858,-198.61771290044487,-199.2408714992007,,,,,,,,,-199.221913534705,-199.171424722867,-199.172202842513,-199.21053775,-199.23505542
-198.12444354050857,-198.81104968783987,-198.801870462422,-198.801693659637,-198.801693663189,-198.124966946423,-198.801693632752,-198.801693566541,-198.55995549203803,-199.21072086110536,-198.5765843856369,-199.2314069131086,-198.5923195380253,-199.2399748750127,-198.5562262551192,-199.21081815607928,-198.5573946326736,-199.2119670937228,-198.5991189821493,-199.23218093955924,-198.600456513,-199.233541363,-198.61742194449607,-199.2407214819128,-198.600811197,-199.233858858,-198.61761836418745,-199.24087149960056,,,,,,,,,-199.221913535884,-199.1714247978,-199.172202843686,-199.21053776,-199.23505542
-198.12434963570823,-198.81104968830127,-198.8018704636277,-198.801693722598,-198.801693690062,-198.124872606463,-198.801693633652,-198.80169356057,-198.55986158531687,-199.21072086194863,-198.5764904773896,-199.23140691379177,-198.5922256285679,-199.23997487570125,-198.55613234469416,-199.2108181567249,-198.5573007222454,-199.2119670941658,-198.5990250175608,-199.2321809402698,-198.600362555,-199.233541363,-198.6173279474784,-199.2407214823064,-198.600717222,-199.233858859,-198.6175243396532,-199.2408714999228,,,,,,,,,-199.221913537042,-199.171426128831,-199.172202844827,-199.21053776,-199.23505543
-198.1242562875476,-198.811049688756,-198.80187046481245,-198.801693495155,-198.801693711803,-198.124778897011,-198.801693635078,-198.801693577564,-198.5597682352569,-199.2107208618908,-198.57639712582167,-199.23140691388684,-198.59213227580432,-199.23997487578865,-198.5560389909744,-199.21081815687137,-198.55720736852248,-199.21196709451624,-198.598931611892,-199.232180940344,-198.600269171,-199.233541364,-198.61723453622656,-199.2407214826933,-198.600623819,-199.233858859,-198.6174308975837,-199.24087150038,,,,,,,,,-199.22191353818,-199.171424301986,-199.17220284595,-199.21053776,-199.23505543
-198.1241634910886,-198.81104968920195,-198.80187046597592,-198.801693723805,-198.801693638846,-198.124685620433,-198.801693636066,-198.8016935657,-198.55967543692307,-199.2107208622733,-198.57630432599805,-199.231406914266,-198.59203947479912,-199.23997487616663,-198.55594618902407,-199.2108181572572,-198.5571145665692,-199.2119670949027,-198.59883883477912,-199.2321809407262,-198.600176371,-199.233541364,-198.61714173380088,-199.24072148307343,-198.600531052,-199.23385886,-198.61733814826587,-199.2408715007596,,,,,,,,,-199.221913539299,-199.171424198855,-199.172202847054,-199.21053776,-199.23505543
-198.1240712414595,-198.81104968963947,-198.80187046711893,-198.801693728811,-198.80169367632,-198.124593061969,-198.801693637191,-198.801693571872,-198.55958318543995,-199.21072086309653,-198.57621207304305,-199.23140691493305,-198.59194722067653,-199.2399748768396,-198.55585393396748,-199.21081815788708,-198.55702231150943,-199.2119670953276,-198.5987464981032,-199.23218094142103,-198.600084064,-199.233541365,-198.61704938417213,-199.24072148344752,-198.600438729,-199.23385886,-198.6172457721124,-199.240871501064,,,,,,,,,-199.221913540397,-199.171424519401,-199.172202848134,-199.21053776,-199.23505543
-198.1239795338396,-198.8110496900706,-198.80187046824213,-198.801693604432,-198.801693708212,-198.124500775913,-198.80169363852,-198.801693563992,-198.55949147599057,-199.21072086301896,-198.57612036213928,-199.23140691500475,-198.5918555086189,-199.2399748769033,-198.5557622209867,-199.21081815800903,-198.55693059852567,-199.21196709565567,-198.59865480794963,-199.2321809414711,-198.599992344,-199.233541365,-198.6169576557593,-199.24072148381427,-198.600347024,-199.23385886,-198.61715406780263,-199.24087150149944,,,,,,,,,-199.221913541477,-199.171426365714,-199.172202849209,-199.21053776,-199.23505543
-198.1238883634716,-198.81104969049352,-198.80187046934591,-198.80169350851,-198.801693613258,-198.12440937044,-198.801693639697,-198.801693573724,-198.55940030381225,-199.21072086382904,-198.5760291885235,-199.2314069156617,-198.5917643338628,-199.23997487756645,-198.5556710453181,-199.21081815862897,-198.55683942285407,-199.2119670960694,-198.5985635613452,-199.23218094215608,-198.599901124,-199.233541365,-198.61686639665592,-199.24072148417628,-198.600255782,-199.233858861,-198.6170627748868,-199.24087150179272,,,,,,,,,-199.221913542539,-199.17142524997,-199.172202850245,-199.21053776,-199.23505543
-198.12379772564668,-198.81104969090964,-198.80187047042983,-198.801693643691,-198.80169372277,-198.124318304612,-198.801693640538,-198.801693580141,-198.55930966419896,-199.2107208637312,-198.57593854749035,-199.23140691571405,-198.59167369170268,-199.23997487761045,-198.55558040225608,-199.2108181587324,-198.5567487797892,-199.21196709638528,-198.59847290841967,-199.2321809421865,-198.59981046,-199.233541366,-198.61677571241395,-199.2407214845304,-198.600165147,-199.233858861,-198.61697213624544,-199.24087150221663,,,,,,,,,-199.221913543581,-199.171424353775,-199.17220285128,-199.21053776,-199.23505543
-198.1237076157145,-198.8110496913173,-198.80187047149525,-198.801693592116,-198.801693647097,-198.124227732533,-198.801693641638,-198.801693574074,-198.55921955249843,-199.2107208645364,-198.5758484343864,-199.23140691636507,-198.59158357748493,-199.23997487826804,-198.55549028714685,-199.21081815934497,-198.5566586646771,-199.21196709678537,-198.5983827591004,-199.23218094286543,-198.599720305,-199.233541366,-198.61668552853544,-199.2407214848797,-198.600074986,-199.233858861,-198.61688194011927,-199.24087150249625,,,,,,,,,-199.221913544606,-199.171425807721,-199.172202852283,-199.21053776,-199.23505543
