PBE0,wB97M-V,wB97M-D4rev,wB97X-V,wB97X-D4rev,M062X,B3LYP,BHandHLYP,TPSS0,TPSSh,wr2scan,r2scan0,r2scanh,r2scan,B97M-V,PBE,TPSS,BLYP,VWN3
-29.2735542758550125,-29.3248288538212556,-29.3593978633375983,-29.3254940442952829,-29.3600662662267951,-29.3306692112017728,-29.3174526153649282,-29.3272091816369880,-29.3374534912632612,-29.3410045843577336,-29.2869351091514432,-29.3014855795090838,-29.2992971055868026,-29.2978979388076084,-29.3790847382298175,-29.2597908744035351,-29.3434348607685607,-29.3206826118694579,-29.0433134863394216
-29.2734154663429500,-29.3247784280047057,-29.3593634523654785,-29.3254488309283587,-29.3600373814060802,-29.3305982369638301,-29.3173880956067592,-29.3271882000891608,-29.3373280623786847,-29.3408534617866792,-29.2868530589726390,-29.3013607072479374,-29.2991510140782943,-29.2977336294655331,-29.3790338241351847,-29.2596017856252502,-29.3432633200385951,-29.3205933250034150,-29.0430292095200429
-29.2732869517015573,-29.3247290287568241,-29.3593299044469873,-29.3254047235537882,-29.3600093938490936,-29.3305328713317692,-29.3173296839140001,-29.3271689245015246,-29.3372117711463325,-29.3407135992917887,-29.2867745507843367,-29.3012451184014786,-29.2990170265783618,-29.2975837528011738,-29.3789854404324977,-29.2594272482444424,-29.3431046498758690,-29.3205131232900591,-29.0427625665852815
-29.2731681353590822,-29.3246804211534702,-29.3592969485014414,-29.3253616842515399,-29.3599822357560463,-29.3304716084923669,-29.3172769383252039,-29.3271512612329666,-29.3371043363294817,-29.3405846247329585,-29.2866998682870054,-29.3011385137404439,-29.2988943360642118,-29.2974471183307621,-29.3789377488086814,-29.2592663167648475,-29.3429584049372991,-29.3204413295304818,-29.0425127168929791
-29.2730585202455877,-29.3246319731509963,-29.3592639163689739,-29.3253196602864783,-29.3599558350624292,-29.3304123408198087,-29.3172295396792641,-29.3271351871264017,-29.3370057077919810,-29.3404664550282703,-29.2866284600657529,-29.3010405363998494,-29.2987824897151690,-29.2973230920552012,-29.3788894820677626,-29.2591182203788200,-29.3428244818963968,-29.3203774258948577,-29.0422788737117834
-29.2729575954044279,-29.3245835579408407,-29.3592306574175694,-29.3252784697784961,-29.3599299997237146,-29.3303548868526036,-29.3171872484587901,-29.3271207309556878,-29.3369157235530444,-29.3403589056658589,-29.2865602173799289,-29.3009507883953120,-29.2986808543184019,-29.2972108397825082,-29.3788396293050695,-29.2589822059526092,-29.3427026917852984,-29.3203209984739246,-29.0420602847857197
-29.2728648049657814,-29.3245359109637320,-29.3591979110234966,-29.3252377787867928,-29.3599043930788639,-29.3302977793068749,-29.3171498078136814,-29.3271078995684569,-29.3368340623133399,-29.3402616249786128,-29.2864949015588252,-29.3008684194425406,-29.2985883293874778,-29.2971090801791583,-29.3787882379895429,-29.2588574763115616,-29.3425926467363603,-29.3202716171065170,-29.0418561987566903
-29.2727795887132913,-29.3244897323368328,-29.3591663955082893,-29.3251973882151411,-29.3598788215348279,-29.3302398758365328,-29.3171168613762347,-29.3270966129632669,-29.3367601211778535,-29.3401738623942094,-29.2864319136450177,-29.3007926031710255,-29.2985039437069901,-29.2970167047543271,-29.3787371824042864,-29.2587432179453231,-29.3424934931459589,-29.3202287355720799,-29.0416658092909259
-29.2727013472484714,-29.3244451817086471,-29.3591362668613876,-29.3251576465169705,-29.3598536363361227,-29.3301811220543946,-29.3170879055929987,-29.3270866711289564,-29.3366932303406500,-29.3400947340159561,-29.2863707896404613,-29.3007224008415292,-29.2984266306792485,-29.2969325681789456,-29.3786883858485268,-29.2586385598776069,-29.3424042060882400,-29.3201916345158935,-29.0414882136117676
-29.2726294551852106,-29.3244023367997499,-29.3591076095225247,-29.3251191051038518,-29.3598293831338495,-29.3301232843167270,-29.3170623347980523,-29.3270777896044379,-29.3366329351944941,-29.3400236197954172,-29.2863120164712925,-29.3006574274386864,-29.2983556883170237,-29.2968557567055328,-29.3786418700069270,-29.2585425903452290,-29.3423240324342842,-29.3201594738094222,-29.0413224477629903
-29.2725633136228893,-29.3243615648833682,-29.3590807625555286,-29.3250819649091774,-29.3598062427993405,-29.3300683188513069,-29.3170395607453216,-29.3270696891122675,-29.3365788983647349,-29.3399600271330243,-29.2862563114433669,-29.3005969964618131,-29.2982900236823696,-29.2967848989670756,-29.3785964356085465,-29.2584544295580500,-29.3422523736088152,-29.3201314376902644,-29.0411675465423791
-29.2725023951726726,-29.3243231856920872,-29.3590560183255533,-29.3250461837858332,-29.3597841464219087,-29.3300191632113041,-29.3170191187991023,-29.3270621729122318,-29.3365306938999879,-29.3399033843441188,-29.2862038108945910,-29.3005409316938596,-29.2982293170046617,-29.2967195361594825,-29.3785511550778331,-29.2583733013389384,-29.3421885471959669,-29.3201068668641049,-29.0410227348809862
-29.2724462467548960,-29.3242870627839451,-29.3590332032598802,-29.3250116841835222,-29.3597629868471834,-29.3299772272958066,-29.3170007126162702,-29.3270551588955541,-29.3364878208326516,-29.3398530625110538,-29.2861543339756665,-29.3004893096859753,-29.2981737015406587,-29.2966598255278399,-29.3785056005328755,-29.2582985542802092,-29.3421318374141755,-29.3200853158032366,-29.0408872770963882
-29.2723944666063289,-29.3242526752881645,-29.3590117679581546,-29.3249784006647154,-29.3597426720207721,-29.3299416922506779,-29.3169842070888862,-29.3270486677151787,-29.3364496119004770,-29.3398082949295436,-29.2861074746495653,-29.3004417477794199,-29.2981228239091287,-29.2966054238558371,-29.3784597467786526,-29.2582296451712516,-29.3420813920886090,-29.3200665442231738,-29.0407606026940428
-29.2723466958479683,-29.3242193923206251,-29.3589910659918303,-29.3249462940623395,-29.3597231444629863,-29.3299117887250347,-29.3169695876423830,-29.3270427852554612,-29.3364152467152124,-29.3397681566899209,-29.2860634654855154,-29.3003979358919722,-29.2980762075479291,-29.2965557458224666,-29.3784138168572255,-29.2581661257105594,-29.3420362306918676,-29.3200504709700702,-29.0406422571111946
-29.2723026404845967,-29.3241867461441181,-29.3589706236594097,-29.3249153458861187,-29.3597043817961421,-29.3298859516684871,-29.3169569198789759,-29.3270376381808831,-29.3363840419522504,-29.3397318891545495,-29.2860218025362329,-29.3003575450976967,-29.2980335140562715,-29.2965104280505599,-29.3783680318829603,-29.2581076536593656,-29.3419955296464821,-29.3200371241555828,-29.0405318645048993
-29.2722620243943297,-29.3241548692363772,-29.3589505767491836,-29.3248854448230816,-29.3596862827058764,-29.3298619427585869,-29.3169462869943835,-29.3270333598918214,-29.3363553797589169,-29.3396988075026890,-29.2859813643904197,-29.3003202372052307,-29.2979945792554517,-29.2964694067271978,-29.3783229509431543,-29.2580539154996124,-29.3419585531375340,-29.3200265603220096,-29.0404290823134019
-29.2722245964927126,-29.3241247076132687,-29.3589319009486438,-29.3248563097311461,-29.3596685854629591,-29.3298385324943922,-29.3169376993091078,-29.3270300262387948,-29.3363288055002158,-29.3396683634562159,-29.2859419772350300,-29.3002856402011105,-29.2979589721310099,-29.2964322103432409,-29.3782799564424373,-29.2580045927486054,-29.3419246785058299,-29.3200187477686498,-29.0403335557016149
-29.2721901668921873,-29.3240967943309023,-29.3589151597061360,-29.3248277712955812,-29.3596511411838286,-29.3298146694887087,-29.3169310292846639,-29.3270276058553030,-29.3363042257737270,-29.3396403906207048,-29.2859038792099611,-29.3002535348978981,-29.2979263673181656,-29.2963984397890407,-29.3782401546979521,-29.2579593885090148,-29.3418936703523023,-29.3200134863960500,-29.0402448852798329
-29.2721585808033247,-29.3240707766823299,-29.3589000018872071,-29.3248001947080468,-29.3596343390861598,-29.3297908250066506,-29.3169259967142644,-29.3270259498044830,-29.3362818315745706,-29.3396150153789108,-29.2858671747058921,-29.3002236676081402,-29.2978964172369878,-29.2963676829692048,-29.3782034416553408,-29.2579180095674793,-29.3418656134582143,-29.3200103887742678,-29.0401626195529516
-29.2721297070239643,-29.3240463637876267,-29.3588861350564940,-29.3247740660639060,-29.3596186783986468,-29.3297707881268082,-29.3169222454312575,-29.3270248504245004,-29.3362619336439536,-29.3395925255127921,-29.2858324658780091,-29.3001959782124359,-29.2978688430851761,-29.2963395001939446,-29.3781689502865930,-29.2578801708641549,-29.3418407675816724,-29.3200089748156856,-29.0400862813275822
-29.2721034157351703,-29.3240234231871533,-29.3588734259418445,-29.3247494900250913,-29.3596042649153617,-29.3297563161449304,-29.3169194319641377,-29.3270241085372980,-29.3362448359415815,-29.3395732032231358,-29.2857998129037753,-29.3001707436761976,-29.2978439194214708,-29.2963141463445496,-29.3781359617570246,-29.2578455874118539,-29.3418193912431917,-29.3200087831298646,-29.0400153794167331
-29.2720795221769166,-29.3240020150016392,-29.3588619373704738,-29.3247263949110035,-29.3595910249733230,-29.3297464622854598,-29.3169172444600932,-29.3270235486885795,-29.3362305886758854,-29.3395570646820296,-29.2857694451515833,-29.3001479918207401,-29.2978215952000127,-29.2962915190812758,-29.3781043376310969,-29.2578139284494867,-29.3418014659249629,-29.3200093979884748,-29.0399493915633116
-29.2720577493587513,-29.3239820394382917,-29.3588515633185985,-29.3247046371681144,-29.3595788070627393,-29.3297392893481756,-29.3169154239375693,-29.3270230320319385,-29.3362189248339682,-29.3395437688573288,-29.2857411462884123,-29.3001275726263906,-29.2978017127670576,-29.2962714486322824,-29.3780739872318932,-29.2577848008337433,-29.3417866076523879,-29.3200104762750478,-29.0398877887466824
-29.2720377390456328,-29.3239632675550688,-29.3588420619727621,-29.3246840246207121,-29.3595674047616555,-29.3297333631225250,-29.3169138077209190,-29.3270224842217431,-29.3362092196321029,-29.3395326181186675,-29.2857148922946351,-29.3001091855210412,-29.2977839393131880,-29.2962535892549241,-29.3780447375534663,-29.2577577815351333,-29.3417740685992143,-29.3200118001328924,-29.0398301041432774
-29.2720191086862727,-29.3239454521961775,-29.3588331710639849,-29.3246643584289330,-29.3595566022404739,-29.3297278296354946,-29.3169123646199452,-29.3270219201606821,-29.3362006567967164,-29.3395227336586899,-29.2856909243182564,-29.3000926567105893,-29.2977680038388684,-29.2962376059503917,-29.3780164832452613,-29.2577324820484641,-29.3417629193248928,-29.3200133187720340,-29.0397759866938010
-29.2720015137056393,-29.3239283585355359,-29.3588246368068795,-29.3246454769778140,-29.3595462236087918,-29.3297222982597390,-29.3169111774882047,-29.3270214325943286,-29.3361924741764639,-29.3395132988208651,-29.2856687475406474,-29.3000777327551098,-29.2977536947630917,-29.2962233045679845,-29.3779892165980243,-29.2577085944323763,-29.3417523015357524,-29.3200151267246518,-29.0397252029792945
-29.2719847010373329,-29.3239117126885631,-29.3588161911676870,-29.3246272842887308,-29.3595361669523918,-29.3297168982176082,-29.3169103918781886,-29.3270211512892622,-29.3361841175087079,-29.3395037172881210,-29.2856474818510257,-29.3000638513291527,-29.2977405394436090,-29.2962102687830210,-29.3779629823283130,-29.2576859165902832,-29.3417415908747259,-29.3200173984423493,-29.0396776157874399
-29.2719685623130061,-29.3238953860802667,-29.3588076967161946,-29.3246097536138599,-29.3595264122706041,-29.3297117625968582,-29.3169101664108425,-29.3270211989502805,-29.3361753001648005,-29.3394936997987870,-29.2856268234363597,-29.3000505501297432,-29.2977280376782439,-29.2961979699642114,-29.3779378653228207,-29.2576643793247158,-29.3417304859194630,-29.3200203266867057,-29.0396331579265166
-29.2719531861555993,-29.3238799765970768,-29.3587997659735152,-29.3245928634248045,-29.3595169580645958,-29.3297054525693817,-29.3169106630511784,-29.3270216894785847,-29.3361661475051605,-29.3394833820249801,-29.2856066292407959,-29.3000376820004007,-29.2977160421045149,-29.2961862584542487,-29.3779139427984219,-29.2576440910408948,-29.3417191339041743,-29.3200241087242475,-29.0395918042886940
-29.2719387564542721,-29.3238667974141833,-29.3587937571549347,-29.3245765422747731,-29.3595077598806107,-29.3296968675171073,-29.3169120113515120,-29.3270227175761029,-29.3361569424532576,-29.3394730821696434,-29.2855867175229072,-29.3000255030066761,-29.2977049112267132,-29.2961755554803389,-29.3778911104796094,-29.2576252358840314,-29.3417078697971014,-29.3200288970435032,-29.0395535416357369
-29.2719254190896905,-29.3238554762462869,-29.3587893136506750,-29.3245608283313466,-29.3594988777461694,-29.3296873424820674,-29.3169142070424655,-29.3270242854382630,-29.3361479652080774,-29.3394630879720708,-29.2855675524757402,-29.3000141374023002,-29.2976946942789453,-29.2961658550397885,-29.3778693540995413,-29.2576079268252798,-29.3416969850600537,-29.3200346701183321,-29.0395183382915221
-29.2719132915057507,-29.3238451404900324,-29.3587855616869895,-29.3245461382713906,-29.3594907393357083,-29.3296806015204758,-29.3169171020176549,-29.3270262921077283,-29.3361396534382344,-29.3394538499597211,-29.2855499512951987,-29.3000040151414005,-29.2976857438130516,-29.2961574572624031,-29.3778490303905109,-29.2575922167991180,-29.3416869361398511,-29.3200412225974247,-29.0394861179443815
-29.2719024624330437,-29.3238352703531397,-29.3587819830822703,-29.3245327162492302,-29.3594835875717806,-29.3296760555233362,-29.3169205076425179,-29.3270286100182602,-29.3361325408519384,-29.3394459275793089,-29.2855339131883632,-29.2999951834580976,-29.2976781139043148,-29.2961504204594689,-29.3778304984991152,-29.2575781106615516,-29.3416782962890146,-29.3200482988583495,-29.0394567430587180
-29.2718929704343580,-29.3238259650523219,-29.3587786968971827,-29.3245205717178443,-29.3594774352273191,-29.3296724069753978,-29.3169242506093113,-29.3270311258966920,-29.3361269410593621,-29.3394396454713018,-29.2855193717359583,-29.2999876539330195,-29.2976718196868120,-29.2961447626962652,-29.3778137189178281,-29.2575655617707362,-29.3416713974654897,-29.3200556685503813,-29.0394300092237927
-29.2718847514570299,-29.3238174741914399,-29.3587759592508029,-29.3245096410372454,-29.3594722203211695,-29.3296690091653076,-29.3169281727666160,-29.3270337390188800,-29.3361227419213613,-29.3394348612336948,-29.2855061853678080,-29.2999814435840591,-29.2976668746552136,-29.2961404915124568,-29.3777984877540490,-29.2575544410490771,-29.3416660786846677,-29.3200631288757947,-29.0394056508536238
-29.2718776162075720,-29.3238098478434424,-29.3587738231539319,-29.3244997892652144,-29.3594678097587796,-29.3296659937064206,-29.3169321262679574,-29.3270363567032994,-29.3361194771601355,-29.3394310363539823,-29.2854938498494661,-29.2999764046215887,-29.2976631718459544,-29.2961375212476298,-29.3777848335380725,-29.2575445182145515,-29.3416617539208602,-29.3200704983577687,-29.0393833555553762
-29.2718712848448952,-29.3238029701777272,-29.3587721820992620,-29.3244908167446319,-29.3594640130329232,-29.3296632897686074,-29.3169359786455956,-29.3270388972550826,-29.3361166732484620,-29.3394276383333334,-29.2854821149761122,-29.2999723085430972,-29.2976604819196922,-29.2961356232843890,-29.3777725970683576,-29.2575354892238799,-29.3416578498540837,-29.3200776212275365,-29.0393627868329318
-29.2718654501053770,-29.3237966337581710,-29.3587708438209241,-29.3244824833711988,-29.3594606062308223,-29.3296605011110891,-29.3169396228583139,-29.3270412968077316,-29.3361139711147132,-29.3394242855004670,-29.2854711456691277,-29.2999689925210127,-29.2976585724553757,-29.2961345216218163,-29.3777613093456296,-29.2575270302800163,-29.3416539667772724,-29.3200843778567091,-29.0393436094462309
-29.2718598263337135,-29.3237905916940100,-29.3587695807425000,-29.3244745423876694,-29.3594573646879162,-29.3296572185771538,-29.3169429840935827,-29.3270435131576335,-29.3361111150607741,-29.3394207263675426,-29.2854611251513894,-29.2999663252862952,-29.2976572300233009,-29.2961339466350630,-29.3777505163399368,-29.2575188498026399,-29.3416498526706242,-29.3200906912290868,-29.0393255159137418
-29.2718541982533367,-29.3237846028352713,-29.3587681721884834,-29.3244667884912715,-29.3594541076170366,-29.3296530196702712,-29.3169460248997638,-29.3270455275187345,-29.3361079725976346,-29.3394168483193454,-29.2854517687033571,-29.2999640452028558,-29.2976561740315020,-29.2961336007221185,-29.3777399885902177,-29.2575107310828813,-29.3416454054461049,-29.3200965306138919,-29.0393082560438671
-29.2718484319945951,-29.3237784408887165,-29.3587664080924284,-29.3244590947827461,-29.3594507284848838,-29.3296473048389394,-29.3169487377864648,-29.3270473387576907,-29.3361045325683421,-29.3394126652801042,-29.2854427481504054,-29.2999617390450702,-29.2976549976684773,-29.2961330847472823,-29.3777297111993789,-29.2575025405392743,-29.3416406529035036,-29.3201019018773934,-29.0392916504486180
-29.2718424395218975,-29.3237718715467821,-29.3587640640967429,-29.3244514000747500,-29.3594471799634675,-29.3296398149684876,-29.3169511264797791,-29.3270489503850165,-29.3361007940583960,-29.3394081898196504,-29.2854338490294559,-29.2999590775421730,-29.2976533479176311,-29.2961320282338917,-29.3777197403399519,-29.2574941934992054,-29.3416356140109755,-29.3201068224294019,-29.0392755732569299
-29.2718361647163761,-29.3237648145601888,-29.3587610629873410,-29.3244436653877436,-29.3594434313998214,-29.3296317266391533,-29.3169532133316686,-29.3270503778741976,-29.3360966149498559,-29.3394032694414975,-29.2854248545060294,-29.2999558528528965,-29.2976510164957880,-29.2961302202957192,-29.3777099933751451,-29.2574856460635111,-29.3416301290915378,-29.3201113296234972,-29.0392599431249323
-29.2718296144176655,-29.3237577518310566,-29.3587578929639896,-29.3244358347787326,-29.3594394377371479,-29.3296246003395602,-29.3169550580579781,-29.3270516628866211,-29.3360917585769165,-29.3393976438908020,-29.2854156577105336,-29.2999520110330387,-29.2976479590836654,-29.2961276201308181,-29.3777001030013096,-29.2574769213160657,-29.3416239243997552,-29.3201155018215402,-29.0392447369703000
-29.2718228698176581,-29.3237514810923088,-29.3587553649142805,-29.3244279335683764,-29.3594352350429375,-29.3296190908337628,-29.3169567254301597,-29.3270528493562672,-29.3360861828859569,-29.3393912616723433,-29.2854063194830978,-29.2999476790098967,-29.2976443298470812,-29.2961243995034977,-29.3776897252754168,-29.2574681087040389,-29.3416169440926282,-29.3201194154733145,-29.0392300039276634
-29.2718160797752986,-29.3237455658252344,-29.3587530621025117,-29.3244200555347945,-29.3594309379985248,-29.3296150170042935,-29.3169582363668866,-29.3270539481863324,-29.3360802500277273,-29.3393845070846204,-29.2853971871282326,-29.2999430766975664,-29.2976403490289634,-29.2961207789393434,-29.3776791607123791,-29.2574593446150253,-29.3416095855717067,-29.3201230845753500,-29.0392158562605687
-29.2718094794949870,-29.3237397279232646,-29.3587507072001088,-29.3244126149549338,-29.3594269575852813,-29.3296109394090827,-29.3169595964557566,-29.3270549590439416,-29.3360745500603066,-29.3393780082147586,-29.2853886005594681,-29.2999385492588047,-29.2976363818776342,-29.2961171366811719,-29.3776690109066116,-29.2574508322886118,-29.3416025005246581,-29.3201264975485394,-29.0392024486836213
-29.2718033408018776,-29.3237338924660627,-29.3587482224107852,-29.3244058399594998,-29.3594235069524565,-29.3296058024498656,-29.3169608683233491,-29.3270559186960114,-29.3360695004608907,-29.3393722064721985,-29.2853809347545422,-29.2999344304066902,-29.2976327607214095,-29.2961138025142382,-29.3776596288361702,-29.2574428249010232,-29.3415961476346823,-29.3201297136940191,-29.0391899578430461
-29.2717978803583918,-29.3237284650033523,-29.3587460007298588,-29.3243998737817755,-29.3594207111565524,-29.3295999628198949,-29.3169621785511829,-29.3270569046444720,-29.3360652428662867,-29.3393672522996134,-29.2853742951719305,-29.2999309861687038,-29.2976297977999423,-29.2961111192814734,-29.3776510327304052,-29.2574355633138232,-29.3415906850076631,-29.3201328778869090,-29.0391785632771011
-29.2717932158218517,-29.3237237040605585,-29.3587442877669602,-29.3243947787988510,-29.3594186205294108,-29.3295941924671837,-29.3169636924015293,-29.3270580242280090,-29.3360617563806372,-29.3393631295678041,-29.2853686743332702,-29.2999283529210857,-29.2976276802938784,-29.2961093096656668,-29.3776431562669558,-29.2574292189920726,-29.3415860992017699,-29.3201361883740468,-29.0391684290280274
-29.2717893800686326,-29.3237196964919811,-29.3587431638041707,-29.3243905469704380,-29.3594172228047192,-29.3295888859397991,-29.3169655642785933,-29.3270593813849061,-29.3360589570293300,-29.3393597561564903,-29.2853640585183896,-29.2999266416759951,-29.2976265490896495,-29.2961085337372111,-29.3776360144488535,-29.2574238726978457,-29.3415823079514695,-29.3201398328094882,-29.0391596847674052
-29.2717863945450389,-29.3237163996571866,-29.3587425831057196,-29.3243871405739114,-29.3594164783623270,-29.3295843229924245,-29.3169679087076425,-29.3270610531805360,-29.3360568416820655,-29.3393571405659586,-29.2853603070795927,-29.2999259970115240,-29.2976266030231756,-29.2961090243422504,-29.3776297739092911,-29.2574195757953106,-29.3415793263670821,-29.3201439517931277,-29.0391524096163387
-29.2717842708681637,-29.3237137349039223,-29.3587424687261951,-29.3243844958178634,-29.3594163251339424,-29.3295800929121597,-29.3169707986627230,-29.3270630881480301,-29.3360554559190021,-29.3393553479912015,-29.2853571325163529,-29.2999263076806216,-29.2976277654656414,-29.2961107277922821,-29.3776245873655739,-29.2574163586655018,-29.3415772320542700,-29.3201486382247083,-29.0391466201440238
-29.2717829893078054,-29.3237116154907369,-29.3587427399566181,-29.3243825166475354,-29.3594166739636364,-29.3295762618920044,-29.3169742643637647,-29.3270655059101415,-29.3360548248210549,-29.3393544224823231,-29.2853544482407813,-29.2999274896519566,-29.2976299314893822,-29.2961135253013296,-29.3776204562860173,-29.2574142112315059,-29.3415760814501709,-29.3201539356859371,-29.0391422642954176
-29.2717824876521426,-29.3237099631799936,-29.3587433264395834,-29.3243810766776853,-29.3594174076565615,-29.3295727925569736,-29.3169782901432079,-29.3270682954774173,-29.3360549211268591,-29.3393543467786806,-29.2853522825877768,-29.2999295061872580,-29.2976330310177708,-29.2961173246790452,-29.3776173337577475,-29.2574130707130351,-29.3415758633439800,-29.3201598342997478,-29.0391392222914462
-29.2717826612105227,-29.3237086793341248,-29.3587441413825303,-29.3243800263114771,-29.3594183899080363,-29.3295696696686647,-29.3169828118050759,-29.3270714133649513,-29.3360555932359759,-29.3393549543263177,-29.2853506198032960,-29.2999322551868104,-29.2976369261467617,-29.2961219643735689,-29.3776153615571864,-29.2574128199806118,-29.3415764010990721,-29.3201662664690268,-29.0391373131971271
-29.2717833735479829,-29.3237076331610851,-29.3587450698613566,-29.3243792104604672,-29.3594194827157580,-29.3295669065421727,-29.3169877168137596,-29.3270747833703851,-29.3360566796923905,-29.3393560596921432,-29.2853492437047862,-29.2999355409883755,-29.2976413995600353,-29.2961272114987956,-29.3776145688655532,-29.2574132968177949,-29.3415774934365956,-29.3201731060010609,-29.0391363079096898
-29.2717844746172240,-29.3237066634978234,-29.3587459713922101,-29.3243784860284009,-29.3594205648388922,-29.3295644130609574,-29.3169928483429203,-29.3270782989361543,-29.3360580447301373,-29.3393575052425852,-29.2853479618836303,-29.2999390882878075,-29.2976461454158752,-29.2961327405467742,-29.3776146867012962,-29.2574143100906987,-29.3415789686403272,-29.3201801719860242,-29.0391359452837783
-29.2717858066048784,-29.3237055779448639,-29.3587466744968317,-29.3243777327702837,-29.3594215383003849,-29.3295618522022394,-29.3169980190120043,-29.3270818323206335,-29.3360595790408496,-29.3393591610425268,-29.2853466373032774,-29.2999426334551245,-29.2976508581731956,-29.2961382182676928,-29.3776153543583014,-29.2574156464547812,-29.3415806834212169,-29.3201872453354966,-29.0391359499137884
-29.2717871697086984,-29.3237041735012127,-29.3587469978501474,-29.3243768290138433,-29.3594223050411323,-29.3295589073605321,-29.3170030396721728,-29.3270852550841390,-29.3360611436827767,-29.3393608675381330,-29.2853451511319669,-29.2999459372744440,-29.2976552588533679,-29.2961433387515555,-29.3776162569754753,-29.2574170514105454,-29.3415824638651550,-29.3201941052082447,-29.0391360494227051
-29.2717882994939345,-29.3237023492863500,-29.3587468558511659,-29.3243756218794474,-29.3594227298350852,-29.3295562815240061,-29.3170077537451164,-29.3270884627193666,-29.3360624455464141,-29.3393623046920666,-29.2853433358152486,-29.2999487616098691,-29.2976590826422871,-29.2961478186687074,-29.3776170419563449,-29.2574182291975760,-29.3415839708307757,-29.3202005712561800,-29.0391359890650591
-29.2717889471624559,-29.3237001434164490,-29.3587462950945230,-29.3243739653361466,-29.3594226766386939,-29.3295554705401891,-29.3170120319084617,-29.3270913709258991,-29.3360631169001742,-29.3393630712284548,-29.2853410278571786,-29.2999508896475618,-29.2976620979653717,-29.2961514167851362,-29.3776173046299505,-29.2574189112860665,-29.3415847803504448,-29.3202064950474401,-29.0391355438103744
-29.2717889821034376,-29.3236976866848451,-29.3587454510703090,-29.3243718271321647,-29.3594221200287286,-29.3295560354363190,-29.3170157215226403,-29.3270938775082364,-29.3360630539757032,-29.3393630415714277,-29.2853382356446375,-29.2999522202514235,-29.2976641813047500,-29.2961539943796936,-29.3776167903263214,-29.2574189205175408,-29.3415847522887390,-29.3202116934943788,-29.0391345271664605
-29.2717884042240790,-29.3236949181501458,-29.3587442736990134,-29.3243692670917930,-29.3594211247529948,-29.3295558598493820,-29.3170186448100303,-29.3270958613587815,-29.3360624121403788,-29.3393623581247383,-29.2853351124111647,-29.2999527547096008,-29.2976653088947181,-29.2961555112187710,-29.3776154433048760,-29.2574181829215156,-29.3415840211277548,-29.3202159450762423,-29.0391327965088486
-29.2717872363077696,-29.3236915444124477,-29.3587424733244049,-29.3243664498403476,-29.3594198574299448,-29.3295543845151556,-29.3170206562243614,-29.3270972241339472,-29.3360612531949592,-29.3393610598698835,-29.2853318095036066,-29.2999525188446874,-29.2976654908473861,-29.2961559670652889,-29.3776134137152063,-29.2574166658536221,-29.3415826117530081,-29.3202190642938554,-29.0391302561466738
-29.2717854528919830,-29.3236877238222355,-29.3587402014661940,-29.3243634286736494,-29.3594183599478882,-29.3295516937813296,-29.3170216944650264,-29.3270979272783485,-29.3360595226944021,-29.3393590729430542,-29.2853284479389409,-29.2999515661497192,-29.2976647769934004,-29.2961554090161975,-29.3776105233896061,-29.2574143224681187,-29.3415804376169511,-29.3202209724680394,-29.0391268576351678
-29.2717830177164018,-29.3236836375966305,-29.3587376239393691,-29.3243602431622925,-29.3594166547929447,-29.3295482134073566,-29.3170217673788756,-29.3270979801297997,-29.3360571621038346,-29.3393563317384931,-29.2853251011002911,-29.2999499345842196,-29.2976632071477070,-29.2961538775808847,-29.3776066584715068,-29.2574111163777246,-29.3415774278774109,-29.3202216789033443,-29.0391225981035888
-29.2717799306888828,-29.3236794290485534,-29.3587348661179171,-29.3243569369481563,-29.3594147667233827,-29.3295441401338337,-29.3170209294965929,-29.3270974239627904,-29.3360541795937770,-29.3393528501474563,-29.2853217738795024,-29.2999476353125452,-29.2976608081662420,-29.2961514102124134,-29.3776018197891453,-29.2574070581518626,-29.3415735998972984,-29.3202212518316259,-29.0391175172358302
-29.2717762386171572,-29.3236752225724899,-29.3587320438917452,-29.3243535565991245,-29.3594127347775142,-29.3295394886297238,-29.3170192679115722,-29.3270963219371161,-29.3360506357772479,-29.3393487012534777,-29.2853184739599222,-29.2999446991261934,-29.2976576283236341,-29.2961480668870777,-29.3775960733472559,-29.2574022130171087,-29.3415690349660245,-29.3202197990369022,-29.0391116925808923
-29.2717720227843898,-29.3236711284606280,-29.3587292655792922,-29.3243501548966989,-29.3594106117659450,-29.3295342667535017,-29.3170168925808596,-29.3270947521550625,-29.3360466169050653,-29.3393439860946543,-29.2853152141135702,-29.2999411969954053,-29.2976537611443071,-29.2961439558872137,-29.3775895262917786,-29.2573966866198489,-29.3415638440816515,-29.3202174553860608,-29.0391052340505276
-29.2717673857682321,-29.3236672415688311,-29.3587266281703627,-29.3243467902357473,-29.3594084593863265,-29.3295285414870435,-29.3170139301645278,-29.3270928035369174,-29.3360422220758572,-29.3393388197740741,-29.2853120238986442,-29.2999372380326371,-29.2976493415660180,-29.2961392290510290,-29.3775823157913116,-29.2573906107031583,-29.3415581530986387,-29.3202143748836832,-29.0390982780640527
-29.2717624442798829,-29.3236636467054019,-29.3587242125541330,-29.3243435316682195,-29.3594063428310470,-29.3295224387986089,-29.3170105194280026,-29.3270905722951589,-29.3360375586544961,-29.3393333267053222,-29.2853089526443497,-29.2999329613654567,-29.2976445352387032,-29.2961340694135473,-29.3775746121029862,-29.2573841345204357,-29.3415520980227029,-29.3202107251405693,-29.0390909810131355
