PBE0,wB97MV,wB97MD4rev,wB97XV,wB97XD4rev,M062X,B3LYP,BHandHLYP,TPSS0,TPSSh,wr2scan,r2scan0,r2scanh,r2scan,B97MV,PBE,TPSS,BLYP,VWN3,UPBE0,UPBE,B2PLYP,UB2PLYP
-199.2010029113394864,-199.3172066536017439,-199.3961983868830430,-199.2942992859480000,-199.3732930155598808,-199.2830099425595165,-199.3397041197187889,-199.2723251298318132,-199.3501173158315964,-199.4119199952240535,-199.2722411071352724,-199.2637124781492162,-199.3081571100711926,-199.3382610219466642,-199.3447574168111487,-199.2582317839760435,-199.4537585024897055,-199.4439140082995436,-198.5125819298633019,,,-199.407067428477,
-199.1994754639690370,-199.3147035649696193,-199.3937166113120156,-199.2917797773739323,-199.3707946589947824,-199.2807852771252897,-199.3382775257269657,-199.2701862878230941,-199.3486173012914264,-199.4107538401181330,-199.2698635791606705,-199.2621492200858313,-199.3069256211117590,-199.3372472054956859,-199.3436867484357435,-199.2572471758743973,-199.4528110934322171,-199.4429369171429016,-198.5115445103703280,,,-199.411002617109,
-199.1981012995509275,-199.3123606972754374,-199.3913936701476075,-199.2894212243742516,-199.3684558929107595,-199.2787317744210327,-199.3370032550013207,-199.2682168754917029,-199.3472653846886260,-199.4097269908489807,-199.2676390284725016,-199.2607438158278228,-199.3058445665727163,-199.3363790326601759,-199.3427579683761053,-199.2564037651512479,-199.4519973684826937,-199.4421016136132039,-198.5106585119645217,,,-199.415115927414,
-199.1968566205257218,-199.3101561435281610,-199.3892077222626256,-199.2872021669298874,-199.3662553271804256,-199.2768366057743776,-199.3358559659246794,-199.2663961302085340,-199.3460379870519716,-199.4088138120762039,-199.2655410016416226,-199.2594685913769013,-199.3048829689638239,-199.3356233355567326,-199.3419409639974162,-199.2556741058552632,-199.4512903106737838,-199.4413797655082590,-198.5098930205973602,-199.338623613305,,-199.419383408439,
-199.1957143794957119,-199.3080656284772942,-199.3871345281656318,-199.2850990482967006,-199.3641694403249573,-199.2750835717719156,-199.3348066793685405,-199.2647010517514161,-199.3449083271520692,-199.4079845936932145,-199.2635419422477128,-199.2582938513201043,-199.3040075145376306,-199.3349443180470359,-199.3412034567053013,-199.2550260402037168,-199.4506582204605820,-199.4407384031954109,-198.5092129202685669,,,-199.423767787538,
-199.1946484934957766,-199.3060671187857338,-199.3851520841697322,-199.2830902072701349,-199.3621765957387026,-199.2734599144916103,-199.3338276620715419,-199.2631095973429183,-199.3438510333340901,-199.4072111932945006,-199.2616186599545074,-199.2571924585226668,-199.3031878854607157,-199.3343094949316026,-199.3405172376808707,-199.2544285753911311,-199.4500710803695540,-199.4401459408139772,-198.5085854328843027,,,-199.428238128186,-199.424803389849
-199.1936374507745029,-199.3041439997129771,-199.3832438047490712,-199.2811587042260157,-199.3602598773834700,-199.2719545557642675,-199.3328963633756246,-199.2616033120273755,-199.3428461618721599,-199.4064719248363815,-199.2597555764706954,-199.2561435165503099,-199.3024013590649020,-199.3336949237391593,-199.3398612277357813,-199.2538565984676211,-199.4495060390638344,-199.4395770168886486,-198.5079849989847673,,,-199.432769966930,
-199.1926658962481440,-199.3022859107807960,-199.3813993545554979,-199.2792932620443196,-199.3584080274750079,-199.2705500251575756,-199.3319972081587252,-199.2601685919868260,-199.3418803537603878,-199.4057529099554529,-199.2579450324594745,-199.2551338586490886,-199.3016344765642032,-199.3330869688527400,-199.3392222159096150,-199.2532929979917640,-199.4489488813711660,-199.4390146712294722,-198.5073951848463309,-199.339013899111,,-199.437344068696,
-199.1917246920305331,-199.3004880377670531,-199.3796139325909564,-199.2774878379092343,-199.3566150101630114,-199.2692222823199302,-199.3311217158253044,-199.2587968200395210,-199.3409459312912020,-199.4050469291054810,-199.2561858036985711,-199.2541575481714347,-199.3008823638110130,-199.3324814957250908,-199.3385945527219860,-199.2527287239361158,-199.4483926971082042,-199.4384504945724643,-198.5068084200046030,,,-199.441946270916,-199.424886943026
-199.1908102156448592,-199.2987495314112323,-199.3778866926114404,-199.2757406608005226,-199.3548790518880764,-199.2679490958405779,-199.3302676355083918,-199.2574837846607352,-199.3400396284132796,-199.4043518688395693,-199.2544810173289420,-199.2532143330664667,-199.3001468101877833,-199.3318816951556300,-199.3379789845501762,-199.2521618626180100,-199.4478361347526629,-199.4378836163504900,-198.5062245615301322,,-199.323864031180,-199.446571477571,-199.424861906198
-199.1899234649223160,-199.2970723379087303,-199.3762193025460476,-199.2740530965571395,-199.3532015768073222,-199.2667163757184028,-199.3294373805504165,-199.2562285870113215,-199.3391622311448543,-199.4036702834006576,-199.2528358917938647,-199.2523081526002500,-199.2994344195429051,-199.3312960271649388,-199.3373809896024227,-199.2515963951033484,-199.4472829910184828,-199.4373188178756777,-198.5056490228586483,,,-199.451218326599,
-199.1890688761224908,-199.2954598666819663,-199.3746157706787301,-199.2724282039040133,-199.3515855619890260,-199.2655179570677149,-199.3286360931101342,-199.2550322484981393,-199.3383182531848092,-199.4030088977710875,-199.2512564417599776,-199.2514446425259393,-199.2987536857323505,-199.3307347951880786,-199.3368086797046317,-199.2510404140878393,-199.4467413298921770,-199.4367641330329377,-198.5050896698208192,,,-199.455886318151,
-199.1882523447418976,-199.2939152098566638,-199.3730792749174441,-199.2708708535939479,-199.3500359878221388,-199.2643627702113065,-199.3278697142205829,-199.2538963554160318,-199.3375131895752475,-199.4023753763909497,-199.2497474639737334,-199.2506297650142244,-199.2981128786925922,-199.3302079749297491,-199.3362698269076247,-199.2505036638389129,-199.4462202527934380,-199.4362285550742229,-198.5045555430151296,-199.338699903967,-199.323539778492,-199.460574966934,
-199.1874791061341909,-199.2924410905361867,-199.3716120338922622,-199.2693842654830405,-199.3485562402298683,-199.2632618914853140,-199.3271439222517927,-199.2528222834909002,-199.3367513602100587,-199.4017759536862400,-199.2483116562708005,-199.2498675531914216,-199.2975179569130546,-199.3297226830800355,-199.3357704256339389,-199.2499951218090644,-199.4457274668678792,-199.4357207960221956,-198.5040552625559087,,,-199.465284042905,
-199.1867527638426054,-199.2910367251068351,-199.3702136778113072,-199.2679698342941776,-199.3471477835276175,-199.2622203957447766,-199.3264632781383341,-199.2518106575090826,-199.3360353009251753,-199.4012149199373027,-199.2469487651325437,-199.2491599712407435,-199.2969722695552548,-199.3292832864403579,-199.3353140305543150,-199.2495217557452634,-199.4452682508009218,-199.4352481947325373,-198.5035941337566783,,,-199.470013052449,
-199.1860752105822314,-199.2896997356675115,-199.3688819848192395,-199.2666268706364292,-199.3458100823101518,-199.2612397484024029,-199.3258305797332639,-199.2508609652267637,-199.3353662342487382,-199.4006950873537392,-199.2456562557372308,-199.2485067266299552,-199.2964765030893375,-199.3288911606644831,-199.3349016841499122,-199.2490883595513083,-199.4448464900016234,-199.4348158609982420,-198.5031755021287552,,,-199.474760336656,
-199.1854468371773237,-199.2884267859044201,-199.3676138130877007,-199.2653529109991268,-199.3445408863379384,-199.2603180732942292,-199.3252467011558338,-199.2499714937970623,-199.3347444699235211,-199.4002180562555679,-199.2444298772308287,-199.2479059097731238,-199.2960294609617620,-199.3285453891020893,-199.3345325914224873,-199.2486975483024878,-199.4444648371187725,-199.4344264044462705,-198.5028009287686075,,,-199.479522853694,-199.424280375523
-199.1848667012304475,-199.2872145113474858,-199.3664056673428604,-199.2641442746844689,-199.3433367073725435,-199.2594525164635400,-199.3247108190427355,-199.2491395614370333,-199.3341692627938926,-199.3997839783013148,-199.2432646030345893,-199.2473543536078751,-199.2956282122204072,-199.3282433634535948,-199.3342046051293437,-199.2483497648279638,-199.4441238582002995,-199.4340801788501949,-198.5024689205238815,,,-199.484295509384,-199.424207641422
-199.1843327633340266,-199.2860582910173264,-199.3652539943455508,-199.2629966983805332,-199.3421933178554752,-199.2586401004753895,-199.3242208366031321,-199.2483617686959576,-199.3336388403587307,-199.3993916455093540,-199.2421554571982369,-199.2468481996441199,-199.2952689158032058,-199.3279810747607428,-199.3339154875446013,-199.2480437821822647,-199.4438226677383170,-199.4337757938962739,-198.5021773175805038,,,-199.489075457099,
-199.1838422426307602,-199.2849555987720578,-199.3641551416029074,-199.2619054332620578,-199.3411061904845383,-199.2578775970436595,-199.3237738361619620,-199.2476343724519552,-199.3331506403515903,-199.3990387637702781,-199.2410977643462218,-199.2463834751596039,-199.2949475929074481,-199.3277545635915260,-199.3336617522276981,-199.2477771380684999,-199.4435593699391802,-199.4335106868675780,-198.5019238523303500,,-199.322317984900,-199.493857586044,
-199.1833919816139939,-199.2839019266630203,-199.3631055427087801,-199.2608659745353918,-199.3400708473920133,-199.2571616004874500,-199.3233664847462592,-199.2469535250051820,-199.3327017061256754,-199.3987225429537489,-199.2400872851122244,-199.2459564367867131,-199.2946604340464205,-199.3275600127689131,-199.3334404183969184,-199.2475470765844534,-199.4433310236565262,-199.4332816388981939,-198.5017047833319168,-199.337750040812,,-199.498636742224,
-199.1829787550748847,-199.2828937755604102,-199.3621017670111542,-199.2598739825758116,-199.3390830524525938,-199.2564883280914501,-199.3229953394908023,-199.2463154683499909,-199.3322889888792133,-199.3984399176078739,-199.2391202282846052,-199.2455636612756678,-199.2944040649690294,-199.3273939339605079,-199.3332484621026026,-199.2473500170293619,-199.4431346724972514,-199.4330851879077500,-198.5015171441190205,,,-199.503408466915,
-199.1825994029863693,-199.2819285467666361,-199.3611405062871995,-199.2589259100387551,-199.3381389349166852,-199.2558542337914389,-199.3226570990694313,-199.2457166824352726,-199.3319094787563586,-199.3981879489826099,-199.2381931870573624,-199.2452019601606423,-199.2941752567489289,-199.3272531769211469,-199.3330830867386112,-199.2471829088887603,-199.4429673558316836,-199.4329179648169088,-198.5013578934367615,,,-199.508168030641,
-199.1822510654900498,-199.2810030231306655,-199.3602187832380253,-199.2580182905839479,-199.3372348983044731,-199.2552558344659701,-199.3223487700888938,-199.2451539758974661,-199.3315604989648477,-199.3979639485214364,-199.2373030676830012,-199.2448684273213075,-199.2939711452449671,-199.3271348123481346,-199.3329418173053398,-199.2470428186415461,-199.4428263429153674,-199.4327769716534249,-198.5012241659084964,,,-199.512915488597,
-199.1819311222419913,-199.2801145761375494,-199.3593339014334447,-199.2571474502283309,-199.3363676051146172,-199.2546895905255155,-199.3220677302539343,-199.2446244948881144,-199.3312396202369428,-199.3977655791667587,-199.2364470320345617,-199.2445603138117178,-199.2937890398275727,-199.3270362986240798,-199.3328224876043748,-199.2469270980741101,-199.4427093610330530,-199.4326596103649649,-198.5011130738228076,,,-199.517645846831,
-199.1816369938821651,-199.2792606347600213,-199.3584832473480901,-199.2563104929033102,-199.3355341123773030,-199.2541525287517175,-199.3218113523244313,-199.2441254441311855,-199.3309445314977211,-199.3975904941335955,-199.2356225959336768,-199.2442751638463676,-199.2936265089090284,-199.3269551098103420,-199.3327230809402124,-199.2468331350867459,-199.4426141026529251,-199.4325633086752987,-198.5010226877358264,-199.337570933053,,-199.522360418760,-199.423954804794
-199.1803114173939093,-199.2761376835408953,-199.3553647281608789,-199.2532123962905359,-199.3324401176165281,-199.2520306592649888,-199.3205902322858947,-199.2420734645284881,-199.3296201713777975,-199.3966516855130351,-199.2326022634879052,-199.2429623562713061,-199.2927024431083112,-199.3262797287920591,-199.3320196569513882,-199.2461372652024068,-199.4419230796237059,-199.4318455015010727,-198.5003371639982959,-199.337578746574,,-199.540890376741,-199.423855231845
-199.1801364915087618,-199.2754732389711307,-199.3547034034119747,-199.2525625712975170,-199.3317934065650263,-199.2516535972534655,-199.3204499166179744,-199.2417408042250884,-199.3294447981695043,-199.3965728663443997,-199.2319559218041434,-199.2427970944939375,-199.2926367585581318,-199.3262803590261001,-199.3320076934662950,-199.2461229505599647,-199.4419084292568130,-199.4318339027639695,-198.5003252382581707,,-199.322021831409,-199.545166653902,
-199.1799738761004619,-199.2748262441152463,-199.3540591448015959,-199.2519300142432712,-199.3311635777815809,-199.2512912397697846,-199.3203201680433949,-199.2414201249016514,-199.3292814840500569,-199.3965056619111351,-199.2313257035173422,-199.2426417916794037,-199.2925801059056425,-199.3262893889028931,-199.3320046627089255,-199.2461204966377011,-199.4419051325981798,-199.4318322240357304,-198.5003244673264646,,,-199.549443852749,
-199.1798222905045463,-199.2741962160550599,-199.3534315149075269,-199.2513132308385195,-199.3305491817509107,-199.2509426801240409,-199.3202000726980145,-199.2411103646922186,-199.3291290259083439,-199.3964488433454108,-199.2307103684475464,-199.2424949954669842,-199.2925307568345659,-199.3263050671599501,-199.3320095487543142,-199.2461284121824008,-199.4419119413089163,-199.4318388823485861,-198.5003328072777720,,,-199.553736607656,-199.423966884479
-199.1796803351507208,-199.2735827701928315,-199.3528200455805859,-199.2507110600845692,-199.3299489764883674,-199.2506078083688408,-199.3200882765396784,-199.2408103516295625,-199.3289861187404597,-199.3964008714166312,-199.2301087436309786,-199.2423554062561095,-199.2924870106798210,-199.3263252378591517,-199.3320212428928642,-199.2461449691712687,-199.4419272015244076,-199.4318526691744466,-198.5003490961163948,-199.337484181444,,-199.558042894307,-199.423877673251
-199.1795465559042668,-199.2729853595135978,-199.3522241068567098,-199.2501225336461914,-199.3293619115363811,-199.2502857681570561,-199.3199835881752051,-199.2405190158632138,-199.3288513741486838,-199.3963601643538084,-199.2295201483590290,-199.2422218939058780,-199.2924478441849772,-199.3263489621325846,-199.3320386074725263,-199.2461683625819546,-199.4419491962734980,-199.4318721870932336,-198.5003716772515645,,,-199.562372891246,
-199.1794196301508180,-199.2724031574301762,-199.3516429752371835,-199.2495467033776322,-199.3287871423029856,-199.2499760326748515,-199.3198847261414812,-199.2402354340371744,-199.3287234260620266,-199.3963251891393895,-199.2289439926842363,-199.2420933846551918,-199.2924121082640738,-199.3263751443345200,-199.3320603184834567,-199.2461968748244487,-199.4419762272967773,-199.4318961004256607,-198.5003985871767327,-199.337527774164,,-199.566681093655,-199.423903144303
-199.1792982800513130,-199.2718352258896175,-199.3510758250095023,-199.2489827432464153,-199.3282239553638817,-199.2496769684374556,-199.3197907189456259,-199.2399588524103820,-199.3286010640601091,-199.3962945316909270,-199.2283794973495503,-199.2419689852466433,-199.2923787824975648,-199.3264025786381524,-199.3320851555472188,-199.2462289041253598,-199.4420067603854534,-199.4319232312625729,-198.5004286376637594,,,-199.571001416447,
-199.1791814292272136,-199.2712806362906974,-199.3505218193562314,-199.2484300067206391,-199.3276717958741813,-199.2493873835646525,-199.3197007345525265,-199.2396887244949255,-199.3284832096751131,-199.3962669694072645,-199.2278260857380019,-199.2418478869833223,-199.2923469286045304,-199.3264303488499536,-199.3321120172639667,-199.2462630870221858,-199.4420394662980982,-199.4319524680964264,-198.5004605040348338,-199.337721685213,,-199.575302788408,
-199.1790681897898025,-199.2707385378012361,-199.3499801801145281,-199.2478879822021725,-199.3271302247038932,-199.2491065032515962,-199.3196141223884297,-199.2394246709326922,-199.3283690010477756,-199.3962414861371713,-199.2272836429297911,-199.2417297755325762,-199.2923163389079377,-199.3264581662749322,-199.3321399566611092,-199.2462983156623579,-199.4420732214787222,-199.4319833745566655,-198.5004934456152910,,,-199.579646315882,
-199.1789578209287299,-199.2702081139255768,-199.3494501416440130,-199.2473562339554576,-199.3265988568223293,-199.2488329049157016,-199.3195303682616384,-199.2391664067145030,-199.3282577189523863,-199.3962172712546135,-199.2267515438380769,-199.2416139860320357,-199.2922862724554136,-199.3264853392412022,-199.3321681388786146,-199.2463336833537824,-199.4421071507901502,-199.4320153727323657,-198.5005266760790619,-199.337634886071,,-199.584033972503,
-199.1788497522958039,-199.2696886351685635,-199.3489310035817823,-199.2468344069635862,-199.3260773668590673,-199.2485654355884321,-199.3194490492580826,-199.2389136716041662,-199.3281487740191835,-199.3961937058700755,-199.2262293927075802,-199.2415002055105617,-199.2922564604896252,-199.3265115057699006,-199.3321962909076319,-199.2463685092969854,-199.4421406020811958,-199.4320476877649639,-198.5005593409704545,,,-199.588415525905,
-199.1787435790632514,-199.2691795064988014,-199.3484221850661129,-199.2463222277623061,-199.3255654933834080,-199.2483037338679992,-199.3193697961134205,-199.2386662530022363,-199.3280417412754559,-199.3961703652202004,-199.2257169727601820,-199.2413881985177397,-199.2922266053130613,-199.3265365408433070,-199.3322236836940249,-199.2464023379616549,-199.4421731571508758,-199.4320799140031113,-198.5005909941366440,,,-199.592754814343,
-199.1786390076637758,-199.2686802435295874,-199.3479231978689370,-199.2458194262491986,-199.3250629673481740,-199.2480472249552577,-199.3192922153334621,-199.2384238331289907,-199.3279363714850376,-199.3961469130367732,-199.2252140323575418,-199.2412778288899347,-199.2921967109838590,-199.3265603611640699,-199.3322501362123660,-199.2464348425028220,-199.4422044070188349,-199.4321121461743189,-198.5006215343674398,,,-199.597124720358,-199.424006969922
-199.1785357906570937,-199.2681903719890499,-199.3474335685256165,-199.2453257770006019,-199.3245695548896208,-199.2477953472515253,-199.3192161108217704,-199.2381861427738841,-199.3278324134753916,-199.3961231685384803,-199.2247202349003032,-199.2411689566510233,-199.2921665887628535,-199.3265828073270143,-199.3322754798980156,-199.2464658363654735,-199.4422342409736473,-199.4321435953433195,-198.5006507800032409,,-199.322357604253,-199.601433639616,
-199.1784338018147480,-199.2677095495308777,-199.3469529351145297,-199.2448410610198266,-199.3240850258108026,-199.2475477900246688,-199.3191411758917013,-199.2379529147203527,-199.3277297310276026,-199.3960990102375490,-199.2242352255531159,-199.2410613946286162,-199.2921360794838108,-199.3266037436686133,-199.3322996135771064,-199.2464952161399765,-199.4422625318624114,-199.4321741451359742,-198.5006785558620095,-199.337855620572,,-199.605795832341,
-199.1783329595026828,-199.2672374585508805,-199.3464809763623293,-199.2443650720037454,-199.3236091686752900,-199.2473045197026806,-199.3190672094614513,-199.2377239077078173,-199.3276282334963128,-199.3960743834005314,-199.2237591725969423,-199.2409554186519074,-199.2921056365030381,-199.3266237033283801,-199.3323224913326328,-199.2465229584231281,-199.4422892465388486,-199.4322035944499589,-198.5007048164752632,,,-199.610267150215,
-199.1782331935168884,-199.2667737995676873,-199.3460173904236683,-199.2438975898649574,-199.3231417586623593,-199.2470649736247310,-199.3189940497273085,-199.2374989142056450,-199.3275278615701041,-199.3960492720576099,-199.2232914849952579,-199.2408506863622222,-199.2920748668816202,-199.3266422996815379,-199.3323441263418943,-199.2465490699680402,-199.4423144023075736,-199.4322317888862131,-198.5007295770670623,,,-199.614656306195,
-199.1781344817708543,-199.2663183184121181,-199.3455619335950075,-199.2434384003612990,-199.3226825962677538,-199.2468291927961275,-199.3189215903076672,-199.2372777431934026,-199.3274285847365945,-199.3960236875182375,-199.2228319822038713,-199.2407471832293027,-199.2920437914235379,-199.3266595863622399,-199.3323645314432326,-199.2465736098752700,-199.4423380227621863,-199.4322586456418094,-198.5007530688931752,-199.337898388346,,-199.619054499694,
-199.1780368087163140,-199.2658707823819100,-199.3451143880542418,-199.2429873220171999,-199.3222314939486921,-199.2465973823151728,-199.3188498194231215,-199.2370602870472283,-199.3273303990426655,-199.3959976844307960,-199.2223807204597961,-199.2406451557456819,-199.2920128197491181,-199.3266760272899205,-199.3323837256470483,-199.2465966346678385,-199.4423602356110905,-199.4322841311478953,-198.5007749319407537,-199.337833623055,-199.322453585156,-199.613785528671,-199.424138374222
-199.1782441836498947,-199.2664189368676375,-199.3456617179389809,-199.2435130159719847,-199.3227563747391287,-199.2469495857862967,-199.3190493335441715,-199.2373778990360051,-199.3275349328910124,-199.3961513108669124,-199.2228905974455415,-199.2408327381729691,-199.2921430983187179,-199.3267728316429270,-199.3324912340784465,-199.2467273399078636,-199.4424849598883043,-199.4324276909721902,-198.5009007427655092,,,-199.618292426512,
-199.1781358533596347,-199.2659561864330158,-199.3451991948629143,-199.2430478132015992,-199.3222914050601844,-199.2467045342428378,-199.3189665346168340,-199.2371489848248132,-199.3274262821088882,-199.3961148449355392,-199.2224260201311097,-199.2407213335774543,-199.2921031248358759,-199.3267803735516850,-199.3325007350827320,-199.2467393337802264,-199.4424965410622690,-199.4324415965737671,-198.5009121690035272,,,-199.622811710362,
-199.1780295325079351,-199.2655022413104575,-199.3447454748489633,-199.2425915577233013,-199.3218353806437335,-199.2464641850168334,-199.3188852763246643,-199.2369246112151870,-199.3273196848599298,-199.3960789289079116,-199.2219703442744390,-199.2406121167848880,-199.2920639242053653,-199.3267877395686298,-199.3325099462721255,-199.2467508521780815,-199.4425076445637046,-199.4324552939940816,-198.5009228455149923,-199.337943517686,,-199.627329919396,
-199.1779251219979301,-199.2650568446199486,-199.3443003112805911,-199.2421439355690325,-199.3213879975119767,-199.2462283406726726,-199.3188052961193932,-199.2367045764250122,-199.3272149755470082,-199.3960435191383738,-199.2215232709344548,-199.2405049920540137,-199.2920254245672709,-199.3267948901306852,-199.3325188257957166,-199.2467619051173244,-199.4425183290578616,-199.4324681487331077,-198.5009332538709828,,,-199.631822201147,
-199.1778225308169397,-199.2646196518194301,-199.3438633756467198,-199.2417046448339875,-199.3209489692369800,-199.2459968241998638,-199.3187266983588017,-199.2364886995092945,-199.3271121396731473,-199.3960085613198032,-199.2210845204742213,-199.2403998403528647,-199.2919875781988424,-199.3268018108974786,-199.3325273370678588,-199.2467724785040843,-199.4425285126567928,-199.4324807615032853,-198.5009431171035033,,,-199.636324017452,
-199.1777216793565515,-199.2641904053914459,-199.3434344032049239,-199.2412734284702367,-199.3205180315445659,-199.2457694817776996,-199.3186493324546120,-199.2362768087594702,-199.3270110519062257,-199.3959740340584119,-199.2206538320376978,-199.2402965867572959,-199.2919503134018839,-199.3268084462210652,-199.3325354728506795,-199.2467825674744404,-199.4425382717481625,-199.4324926552947659,-198.5009526212131163,-199.337970235872,,-199.640834790280,
-199.1776224981661301,-199.2637688718059508,-199.3430131596985007,-199.2408500347142990,-199.3200949319246433,-199.2455461591822257,-199.3185731502237275,-199.2360687567937418,-199.3269116490977808,-199.3959399027838799,-199.2202309578119639,-199.2401951460175553,-199.2919136059618666,-199.3268148047195041,-199.3325432262097934,-199.2467921756555995,-199.4425475713725007,-199.4325039855505679,-198.5009616808562498,,,-199.645347403674,
-199.1775249253628317,-199.2633548190564738,-199.3425994142746163,-199.2404342281147649,-199.3196794359994328,-199.2453267339800789,-199.3184980964246336,-199.2358644025633794,-199.3268138697977747,-199.3959061469963103,-199.2198156673499625,-199.2400954498635883,-199.2918774268917161,-199.3268208860293953,-199.3325505972883889,-199.2468013098732627,-199.4425564181007360,-199.4325147531273217,-198.5009703011468503,-199.337985866517,,-199.649761595730,-199.424188963062
-199.1774289063561127,-199.2629480321932931,-199.3421929500604222,-199.2400257877558545,-199.3192713209290616,-199.2451110800908225,-199.3184241849565979,-199.2356636239166789,-199.3267176577529085,-199.3958727497568759,-199.2194077407154396,-199.2399974345224507,-199.2918417497461689,-199.3268266887298239,-199.3325575924150996,-199.2468099812687967,-199.4425648210083750,-199.4325249737653110,-198.5009784907482810,,,-199.654288169849,
-199.1773343923713071,-199.2625483094947754,-199.3417935619029322,-199.2396245065691289,-199.3188703762594116,-199.2448990834764970,-199.3183512778136333,-199.2354663086764219,-199.3266229631588828,-199.3958396985504748,-199.2190069699267667,-199.2399010430970634,-199.2918065531173397,-199.3268322115496289,-199.3325642148203087,-199.2468182034121185,-199.4425727922200906,-199.4325346633014533,-198.5009862611195786,-199.337998620734,,-199.658896459566,-199.424199969918
-199.1772413394128023,-199.2621554486660500,-199.3414010435019179,-199.2392301897312166,-199.3184764030850999,-199.2446905993531345,-199.3182793430551669,-199.2352723520044151,-199.3265297578595039,-199.3958069897321081,-199.2186131574259491,-199.2398062265547480,-199.2917718040332034,-199.3268374377122427,-199.3325704798846232,-199.2468259924064000,-199.4425803784405673,-199.4325436887875185,-198.5009937062914673,-199.338004665572,,-199.663417063464,-199.424204365215
-199.1771497077041317,-199.2617692934943250,-199.3410152343476227,-199.2388426493460258,-199.3180892095924719,-199.2444856121428245,-199.3182084712035191,-199.2350816579320849,-199.3264379677220575,-199.3957746051970616,-199.2182261147666225,-199.2397129334888177,-199.2917375185832043,-199.3268424204231337,-199.3325764017659196,-199.2468333629806523,-199.4425875317982388,-199.4325523799532789,-198.5010006835832144,-199.338010345429,,-199.667957107800,
-199.1770594608188674,-199.2613896720790194,-199.3406359544932798,-199.2384617079016493,-199.3177086144560803,-199.2442840147476488,-199.3181386240559050,-199.2348941353720875,-199.3263475555334878,-199.3957425392709411,-199.2178456621438443,-199.2396211197846583,-199.2917036837992839,-199.3268471638898518,-199.3325819944972181,-199.2468403342929832,-199.4425942631687008,-199.4325607546184074,-198.5010071978973940,-199.338016285594,,-199.672361438311,
-199.1769705653271103,-199.2610163869025826,-199.3402630154671158,-199.2380871976549770,-199.3173344463584158,-199.2440856563760008,-199.3180696851281084,-199.2347096975668705,-199.3262585206420852,-199.3957108009499564,-199.2174716279032225,-199.2395307518803804,-199.2916702597769927,-199.3268516392471952,-199.3325872791793358,-199.2468469243365519,-199.4426006605150121,-199.4325685345404224,-198.5010134379230351,-199.338021307983,,-199.676993982377,-199.424216024042
-199.1768829876130553,-199.2606493021550023,-199.3398962661243559,-199.2377189542104361,-199.3169665383823599,-199.2438904885273416,-199.3180016859334387,-199.2345282635137949,-199.3261708144744944,-199.3956793817233404,-199.2171038469955704,-199.2394417899982386,-199.2916372527223245,-199.3268558728147184,-199.3325922667960413,-199.2468531502019573,-199.4426067059108334,-199.4325758877420753,-198.5010193350989027,-199.338026007162,,-199.681418219843,
-199.1767967057488136,-199.2602882622760774,-199.3395355514344374,-199.2373568211768315,-199.3166047313715126,-199.2436984326884897,-199.3179346090958859,-199.2343497584231784,-199.3260844073347187,-199.3956482805724875,-199.2167421611673603,-199.2393541996667352,-199.2916046551493423,-199.3268598769455480,-199.3325969749782871,-199.2468590324756974,-199.4426124185413585,-199.4325828379675158,-198.5010249089040997,-199.338030739682,,-199.686052825978,-199.424222677823
-199.1767116851022479,-199.2599331157896927,-199.3391807222440946,-199.2370006465452263,-199.3162488722477406,-199.2435094138059242,-199.3178684382526740,-199.2341741073711603,-199.3259992711609527,-199.3956174961299155,-199.2163864180626547,-199.2392679483206450,-199.2915724604140451,-199.3268636621203598,-199.3326014189528337,-199.2468645864586563,-199.4426178134873737,-199.4325894060376640,-198.5010301730450237,-199.338034280813,,-199.690589081570,
-199.1766279024723190,-199.2595841400812446,-199.3388316257376971,-199.2366502662328287,-199.3158988140241945,-199.2433233606156762,-199.3178031051909898,-199.2340012405688014,-199.3259153798924217,-199.3955870387137281,-199.2160364710333340,-199.2391830055838113,-199.2915406311284698,-199.3268672394324028,-199.3326056139931381,-199.2468697503821886,-199.4426229699801922,-199.4325956126627943,-198.5010353515733925,-199.338038860413,,-199.695129326473,-199.424228561345
-199.1765453328920046,-199.2592399499524447,-199.3384881524401635,-199.2363055930125029,-199.3155544152245113,-199.2431402041748356,-199.3177387553780022,-199.2338310896868165,-199.3258327080705783,-199.3955568757423578,-199.2156921799192730,-199.2390993424215822,-199.2915092366092722,-199.3268706187629675,-199.3326095739853372,-199.2468747749451552,-199.4426277139633896,-199.4326014772467204,-198.5010400469991225,-199.338042657874,,-199.699670636558,-199.424231232601
-199.1764639208581116,-199.2589016494012810,-199.3381501378515281,-199.2359664443781639,-199.3152155395592899,-199.2429598781779418,-199.3176752143932617,-199.2336636030784121,-199.3257512396444326,-199.3955270301451037,-199.2153534067805936,-199.2390169367238855,-199.2914782369322211,-199.3268737783982942,-199.3326133111478100,-199.2468794668678811,-199.4426322903814821,-199.4326068975565249,-198.5010444793850297,,,-199.704064291827,
-199.1763837002497439,-199.2585687102421730,-199.3378174672440082,-199.2356326917399656,-199.3148820528625151,-199.2427823191684411,-199.3176125229405500,-199.2334987042358421,-199.3256709358446699,-199.3954975299683667,-199.2150200206954480,-199.2389357501233462,-199.2914476004017956,-199.3268768050322706,-199.3326168389812665,-199.2468838818892323,-199.4426365900123983,-199.4326122030225292,-198.5010486653633848,-199.338049541521,,-199.708758221464,-199.424236176932
